Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
20182,1,0,0,40,3,13.333333
20183,2,2,2,52,5,10.400000
20184,1,2,2,43,4,10.750000
20185,1,0,1,17,2,8.500000
20186,2,2,2,71,6,11.833333
20187,0,0,0,17,2,8.500000
20188,2,2,2,72,4,18.000000
20189,2,1,1,30,3,10.000000
20190,2,2,2,40,3,13.333333
20191,2,1,2,239,9,26.555556
20192,2,2,2,67,5,13.400000
20193,2,2,2,42,4,10.500000
20194,2,1,2,29,2,14.500000
20195,0,0,0,27,4,6.750000
20196,0,0,0,51,3,17.000000
20197,2,1,1,27,2,13.500000
20198,2,2,2,155,11,14.090909
20199,2,1,1,54,4,13.500000
20200,2,2,2,61,4,15.250000
20201,2,0,2,33,3,11.000000
20202,2,2,2,95,7,13.571429
20203,1,1,1,22,3,7.333333
20204,0,0,0,26,3,8.666667
20205,0,0,0,28,3,9.333333
20206,1,2,2,25,4,6.250000
20207,2,1,1,56,4,14.000000
20208,2,1,2,49,4,12.250000
20209,2,2,2,38,4,9.500000
20210,2,2,2,288,10,28.800000
20211,2,2,2,80,4,20.000000
20212,1,0,0,19,2,9.500000
20213,2,1,1,68,5,13.600000
20214,2,2,2,122,7,17.428571
20215,1,1,1,39,3,13.000000
20216,2,2,2,53,4,13.250000
20217,2,2,1,40,4,10.000000
20218,1,0,0,47,3,15.666667
20219,2,2,2,110,5,22.000000
20220,2,2,2,40,3,13.333333
20221,1,1,1,47,4,11.750000
20222,2,2,2,84,2,42.000000
20223,2,1,1,66,4,16.500000
20224,2,1,1,63,3,21.000000
20225,2,2,2,43,4,10.750000
20226,2,1,1,67,4,16.750000
20227,1,1,1,10,2,5.000000
20228,2,2,2,79,6,13.166667
20229,2,1,1,67,4,16.750000
20230,2,2,2,24,1,24.000000
20231,1,1,1,35,2,17.500000
20232,2,2,2,121,7,17.285714
20233,1,0,0,55,3,18.333333
20234,2,2,2,140,8,17.500000
20235,2,2,2,55,3,18.333333
20236,1,0,0,45,4,11.250000
20237,2,2,2,41,3,13.666667
20238,1,0,0,82,4,20.500000
20239,2,1,1,85,6,14.166667
20240,2,2,2,36,3,12.000000
20241,1,1,2,48,3,16.000000
20242,2,2,2,88,7,12.571429
20243,2,0,2,66,4,16.500000
20244,2,1,1,36,3,12.000000
20245,2,2,2,71,5,14.200000
20246,2,2,2,90,5,18.000000
20247,0,0,0,24,2,12.000000
20248,1,0,0,17,2,8.500000
20249,2,1,0,41,4,10.250000
20250,1,0,0,35,4,8.750000
20251,2,2,2,68,5,13.600000
20252,2,2,2,101,7,14.428571
20253,2,2,2,68,4,17.000000
20254,2,1,1,36,4,9.000000
20255,2,2,2,60,4,15.000000
20256,0,0,0,9,1,9.000000
20257,1,1,1,13,2,6.500000
20258,2,1,1,61,3,20.333333
20259,2,2,2,57,5,11.400000
20260,2,2,2,54,3,18.000000
20261,2,2,2,135,6,22.500000
20262,2,2,2,82,7,11.714286
20263,2,2,2,64,4,16.000000
20264,2,1,1,20,3,6.666667
20265,2,2,2,75,5,15.000000
20266,0,0,0,29,2,14.500000
20267,2,0,0,33,3,11.000000
20268,0,0,0,28,5,5.600000
20269,2,2,2,247,21,11.761905
20270,2,2,2,44,3,14.666667
20271,2,2,2,82,6,13.666667
20272,2,1,1,37,5,7.400000
20273,2,2,1,74,5,14.800000
20274,2,1,1,135,9,15.000000
20275,0,0,0,35,4,8.750000
20276,2,2,2,131,4,32.750000
20277,1,1,1,17,2,8.500000
20278,2,2,2,180,11,16.363636
20279,2,2,2,86,6,14.333333
20280,2,0,0,30,3,10.000000
20281,0,0,0,19,2,9.500000
20282,1,2,2,58,2,29.000000
20283,2,2,2,52,4,13.000000
20284,0,0,0,39,3,13.000000
20285,2,2,2,98,7,14.000000
20286,2,2,2,59,5,11.800000
20287,1,1,1,23,2,11.500000
20288,1,1,0,50,4,12.500000
20289,0,0,0,39,4,9.750000
20290,1,1,1,65,4,16.250000
20291,2,0,0,28,1,28.000000
20292,2,2,2,82,4,20.500000
20293,0,0,0,14,1,14.000000
20294,2,1,2,21,2,10.500000
20295,2,2,2,92,5,18.400000
20296,2,2,2,47,4,11.750000
20297,1,2,1,40,3,13.333333
20298,0,0,0,28,3,9.333333
20299,0,0,0,25,2,12.500000
20300,1,1,1,79,7,11.285714
20301,2,2,2,38,3,12.666667
20302,2,2,2,75,4,18.750000
20303,2,2,2,58,5,11.600000
20304,2,2,2,98,7,14.000000
20305,2,2,2,91,4,22.750000
20306,2,2,2,43,4,10.750000
20307,1,1,1,23,3,7.666667
20308,2,2,2,42,4,10.500000
20309,0,0,0,12,2,6.000000
20310,0,0,0,23,2,11.500000
20311,2,2,1,70,4,17.500000
20312,2,1,1,57,5,11.400000
20313,2,2,2,64,5,12.800000
20314,0,0,0,3,1,3.000000
20315,2,2,2,97,5,19.400000
20316,2,2,2,60,4,15.000000
20317,2,2,1,31,3,10.333333
20318,2,2,2,64,4,16.000000
20319,2,2,2,106,6,17.666667
20320,1,1,1,32,3,10.666667
20321,2,2,2,64,6,10.666667
20322,0,1,2,100,7,14.285714
20323,2,1,1,33,3,11.000000
20324,2,2,2,35,2,17.500000
20325,2,2,2,93,6,15.500000
20326,2,2,2,63,5,12.600000
20327,1,0,0,20,1,20.000000
20328,1,1,1,49,3,16.333333
20329,2,1,1,77,5,15.400000
20330,2,2,2,116,8,14.500000
20331,2,2,2,56,5,11.200000
20332,2,2,2,78,4,19.500000
20333,2,0,0,50,4,12.500000
20334,2,2,2,75,5,15.000000
20335,2,2,2,79,6,13.166667
20336,1,0,0,21,2,10.500000
20337,2,0,0,24,3,8.000000
20338,1,0,1,27,2,13.500000
20339,2,2,2,87,6,14.500000
20340,2,0,0,89,4,22.250000
20341,2,2,2,47,4,11.750000
20342,1,0,0,10,2,5.000000
20343,0,0,2,27,2,13.500000
20344,0,0,0,20,2,10.000000
20345,2,2,2,86,6,14.333333
20346,0,0,0,28,2,14.000000
20347,2,2,2,29,3,9.666667
20348,2,2,2,67,4,16.750000
20349,0,0,0,26,2,13.000000
20350,1,1,1,44,4,11.000000
20351,1,2,2,56,4,14.000000
20352,2,2,2,65,6,10.833333
20353,1,1,1,58,3,19.333333
20354,2,1,1,21,3,7.000000
20355,2,2,2,58,4,14.500000
20356,2,2,2,39,2,19.500000
20357,2,2,2,103,4,25.750000
20358,2,0,0,85,4,21.250000
20359,2,1,0,39,3,13.000000
20360,1,1,1,36,3,12.000000
20361,2,2,2,67,5,13.400000
20362,0,1,1,26,3,8.666667
20363,0,0,0,24,3,8.000000
20364,2,2,2,102,7,14.571429
20365,0,0,0,14,1,14.000000
20366,1,0,0,43,3,14.333333
20367,1,0,0,49,3,16.333333
20368,0,0,0,7,1,7.000000
20369,2,2,2,73,7,10.428571
20370,2,2,1,58,4,14.500000
20371,1,0,0,33,3,11.000000
20372,1,1,1,44,3,14.666667
20373,0,0,0,71,4,17.750000
20374,2,0,0,66,5,13.200000
20375,2,2,2,52,3,17.333333
20376,1,1,0,26,2,13.000000
20377,2,2,2,114,6,19.000000
20378,2,2,2,75,4,18.750000
20379,2,0,2,61,4,15.250000
20380,2,2,2,109,5,21.800000
20381,2,2,2,61,5,12.200000
20382,1,1,1,77,4,19.250000
20383,0,0,0,106,6,17.666667
20384,2,0,0,102,7,14.571429
20385,0,0,0,39,3,13.000000
20386,1,1,1,43,2,21.500000
20387,0,0,0,44,3,14.666667
20388,0,0,0,1,1,1.000000
20389,1,1,1,18,2,9.000000
20390,1,0,0,21,2,10.500000
20391,2,2,2,49,3,16.333333
20392,2,2,2,96,6,16.000000
20393,1,1,2,53,4,13.250000
20394,2,1,1,56,5,11.200000
20395,2,2,2,112,7,16.000000
20396,2,2,2,106,10,10.600000
20397,2,2,2,53,4,13.250000
20398,2,0,1,57,4,14.250000
20399,2,2,2,44,4,11.000000
20400,0,1,1,70,5,14.000000
20401,2,1,2,71,4,17.750000
20402,0,1,1,11,1,11.000000
20403,2,2,2,93,5,18.600000
20404,0,0,0,53,3,17.666667
20405,0,0,0,82,5,16.400000
20406,0,0,0,48,4,12.000000
20407,2,2,2,68,3,22.666667
20408,1,0,0,47,3,15.666667
20409,0,0,0,10,1,10.000000
20410,0,0,0,26,2,13.000000
20411,2,1,1,40,3,13.333333
20412,2,2,2,33,3,11.000000
20413,1,0,0,35,3,11.666667
20414,2,2,2,117,6,19.500000
20415,0,0,0,8,1,8.000000
20416,2,2,2,102,5,20.400000
20417,2,1,1,32,4,8.000000
20418,2,2,2,83,5,16.600000
20419,2,2,2,100,6,16.666667
20420,0,0,0,18,2,9.000000
20421,0,0,0,21,2,10.500000
20422,2,0,0,37,2,18.500000
20423,0,0,0,24,2,12.000000
20424,2,1,1,60,4,15.000000
20425,2,1,2,58,7,8.285714
20426,2,2,2,86,6,14.333333
20427,1,1,1,51,4,12.750000
20428,2,2,2,84,5,16.800000
20429,2,1,1,53,3,17.666667
20430,2,2,2,69,4,17.250000
20431,2,2,2,60,6,10.000000
20432,2,2,2,86,6,14.333333
20433,1,0,0,30,3,10.000000
20434,2,2,2,46,3,15.333333
20435,1,2,2,115,4,28.750000
20436,0,2,2,69,4,17.250000
20437,0,0,0,53,5,10.600000
20438,2,1,1,90,6,15.000000
20439,0,0,0,41,3,13.666667
20440,1,1,2,53,4,13.250000
20441,2,2,2,46,3,15.333333
20442,2,1,2,27,3,9.000000
20443,1,0,1,32,2,16.000000
20444,1,0,0,46,4,11.500000
20445,1,0,0,44,3,14.666667
20446,2,2,2,62,4,15.500000
20447,0,0,0,26,3,8.666667
20448,2,2,2,248,8,31.000000
20449,2,2,2,53,2,26.500000
20450,2,1,0,56,4,14.000000
20451,1,0,0,16,2,8.000000
20452,2,2,2,25,3,8.333333
20453,2,2,2,77,5,15.400000
20454,0,0,0,40,2,20.000000
20455,1,0,0,58,4,14.500000
20456,2,2,2,70,4,17.500000
20457,2,2,2,38,1,38.000000
20458,2,0,0,73,4,18.250000
20459,1,2,1,27,2,13.500000
20460,2,2,2,31,2,15.500000
20461,1,2,2,86,4,21.500000
20462,1,2,1,46,3,15.333333
20463,2,2,2,46,3,15.333333
20464,2,2,2,64,3,21.333333
20465,2,2,2,91,6,15.166667
20466,0,0,0,8,2,4.000000
20467,1,2,2,73,9,8.111111
20468,0,0,0,17,4,4.250000
20469,1,0,0,47,4,11.750000
20470,2,0,0,15,1,15.000000
20471,2,0,0,39,3,13.000000
20472,2,2,2,129,7,18.428571
20473,2,2,2,50,3,16.666667
20474,2,2,2,64,4,16.000000
20475,2,0,0,107,5,21.400000
20476,2,1,1,41,4,10.250000
20477,2,2,2,56,4,14.000000
20478,1,2,2,16,2,8.000000
20479,2,2,2,49,3,16.333333
20480,1,1,0,21,2,10.500000
20481,2,2,2,79,4,19.750000
20482,0,0,0,82,2,41.000000
20483,2,2,2,61,6,10.166667
20484,1,0,0,65,4,16.250000
20485,2,2,2,55,4,13.750000
20486,2,0,0,47,4,11.750000
20487,1,0,2,44,4,11.000000
20488,2,1,1,48,3,16.000000
20489,2,1,1,19,2,9.500000
20490,1,2,1,59,3,19.666667
20491,2,2,2,15,2,7.500000
20492,2,2,2,151,7,21.571429
20493,0,0,0,19,2,9.500000
20494,2,1,1,81,4,20.250000
20495,2,2,2,89,5,17.800000
20496,0,0,0,35,3,11.666667
20497,1,2,2,29,2,14.500000
20498,2,2,2,103,6,17.166667
20499,2,1,1,23,2,11.500000
20500,2,2,2,212,15,14.133333
20501,2,2,2,81,5,16.200000
20502,0,0,0,7,1,7.000000
20503,2,2,2,51,5,10.200000
20504,2,2,2,121,6,20.166667
20505,2,2,2,112,8,14.000000
20506,2,0,0,126,4,31.500000
20507,2,2,2,121,9,13.444444
20508,2,1,2,29,3,9.666667
20509,2,2,2,72,5,14.400000
20510,0,0,0,13,2,6.500000
20511,1,1,1,18,2,9.000000
20512,1,2,2,23,2,11.500000
20513,2,1,1,58,3,19.333333
20514,0,0,0,17,2,8.500000
20515,2,2,2,73,5,14.600000
20516,2,2,2,49,4,12.250000
20517,0,0,0,35,3,11.666667
20518,1,0,0,8,1,8.000000
20519,2,2,2,55,4,13.750000
20520,1,1,1,33,2,16.500000
20521,0,0,0,32,3,10.666667
20522,1,1,1,22,3,7.333333
20523,1,0,0,18,2,9.000000
20524,2,0,0,83,4,20.750000
20525,1,0,0,46,3,15.333333
20526,2,1,2,38,4,9.500000
20527,2,2,1,91,7,13.000000
20528,1,0,0,105,5,21.000000
20529,2,1,2,33,2,16.500000
20530,2,0,0,28,3,9.333333
20531,2,1,1,65,4,16.250000
20532,2,2,2,77,5,15.400000
20533,1,0,0,108,7,15.428571
20534,2,0,0,98,5,19.600000
20535,0,0,0,10,2,5.000000
20536,2,1,1,20,2,10.000000
20537,1,1,1,19,2,9.500000
20538,1,0,1,24,1,24.000000
20539,2,2,2,79,5,15.800000
20540,1,1,0,6,2,3.000000
20541,2,1,1,21,3,7.000000
20542,1,1,1,59,3,19.666667
20543,2,2,2,65,4,16.250000
20544,0,0,0,34,3,11.333333
20545,2,1,0,33,3,11.000000
20546,2,2,1,62,3,20.666667
20547,2,2,2,49,4,12.250000
20548,2,1,1,51,4,12.750000
20549,2,2,1,66,3,22.000000
20550,1,1,1,5,1,5.000000
20551,1,1,1,29,3,9.666667
20552,1,0,0,73,6,12.166667
20553,2,0,0,49,3,16.333333
20554,1,1,1,42,2,21.000000
20555,2,1,2,45,5,9.000000
20556,0,0,0,19,2,9.500000
20557,0,0,0,6,1,6.000000
20558,0,0,0,51,3,17.000000
20559,2,2,2,105,7,15.000000
20560,0,0,0,14,2,7.000000
20561,2,2,2,150,9,16.666667
20562,1,0,0,38,2,19.000000
20563,2,0,2,57,3,19.000000
20564,2,2,2,133,7,19.000000
20565,2,2,2,34,3,11.333333
20566,1,1,1,74,4,18.500000
20567,0,0,0,28,2,14.000000
20568,1,1,1,22,2,11.000000
20569,1,0,0,40,2,20.000000
20570,2,0,1,60,4,15.000000
20571,2,2,2,48,3,16.000000
20572,1,1,1,36,4,9.000000
20573,2,0,0,44,3,14.666667
20574,2,1,1,45,4,11.250000
20575,0,0,0,7,1,7.000000
20576,1,1,1,75,4,18.750000
20577,1,2,2,38,3,12.666667
20578,1,0,0,40,2,20.000000
20579,2,2,2,65,5,13.000000
20580,2,2,2,225,13,17.307692
20581,0,1,1,90,3,30.000000
20582,2,2,2,67,5,13.400000
20583,2,2,2,75,5,15.000000
20584,2,0,2,45,3,15.000000
20585,0,0,0,23,2,11.500000
20586,2,2,2,126,8,15.750000
20587,2,1,1,28,3,9.333333
20588,2,2,2,59,4,14.750000
20589,0,0,0,35,2,17.500000
20590,2,2,2,104,4,26.000000
20591,2,1,1,81,5,16.200000
20592,0,0,0,34,5,6.800000
20593,1,1,1,15,2,7.500000
20594,0,0,0,6,1,6.000000
20595,2,0,0,61,5,12.200000
20596,2,2,2,133,7,19.000000
20597,0,0,0,30,2,15.000000
20598,2,2,0,62,1,62.000000
20599,1,0,0,102,5,20.400000
20600,2,2,2,93,6,15.500000
20601,2,2,2,81,4,20.250000
20602,2,0,0,81,5,16.200000
20603,2,0,0,57,3,19.000000
20604,0,0,0,15,2,7.500000
20605,2,2,2,65,4,16.250000
20606,1,1,1,43,3,14.333333
20607,2,2,2,41,4,10.250000
20608,2,0,0,37,3,12.333333
20609,2,2,2,64,4,16.000000
20610,0,0,0,26,3,8.666667
20611,0,0,0,42,3,14.000000
20612,2,2,1,46,3,15.333333
20613,2,0,0,57,5,11.400000
20614,1,0,0,126,7,18.000000
20615,2,2,2,91,5,18.200000
20616,1,2,2,19,2,9.500000
20617,2,2,2,27,3,9.000000
20618,0,0,0,18,2,9.000000
20619,0,1,1,17,2,8.500000
20620,0,0,0,5,1,5.000000
20621,1,1,1,65,3,21.666667
20622,1,1,1,32,3,10.666667
20623,1,0,0,61,4,15.250000
20624,2,1,1,29,3,9.666667
20625,2,2,2,24,3,8.000000
20626,2,2,1,171,12,14.250000
20627,0,0,1,53,5,10.600000
20628,2,2,2,48,3,16.000000
20629,2,2,1,46,2,23.000000
20630,2,0,0,71,5,14.200000
20631,2,1,2,75,6,12.500000
20632,0,0,0,36,3,12.000000
20633,2,1,0,51,4,12.750000
20634,2,0,0,99,8,12.375000
20635,2,2,2,25,3,8.333333
20636,1,0,0,33,3,11.000000
20637,0,0,0,28,2,14.000000
20638,2,2,2,60,4,15.000000
20639,2,2,2,61,3,20.333333
20640,2,2,2,58,4,14.500000
20641,2,2,2,79,6,13.166667
20642,2,2,2,91,4,22.750000
20643,2,1,1,52,4,13.000000
20644,1,1,2,57,5,11.400000
20645,2,2,2,131,10,13.100000
20646,0,0,0,18,2,9.000000
20647,2,2,2,94,7,13.428571
20648,2,0,0,94,6,15.666667
20649,2,2,2,122,7,17.428571
20650,1,0,0,32,2,16.000000
20651,1,1,1,43,3,14.333333
20652,2,2,2,55,5,11.000000
20653,2,1,2,103,6,17.166667
20654,1,1,1,29,3,9.666667
20655,2,2,2,109,6,18.166667
20656,1,1,1,46,4,11.500000
20657,1,1,1,69,5,13.800000
20658,1,1,1,27,3,9.000000
20659,2,2,2,17,2,8.500000
20660,1,0,0,10,2,5.000000
20661,1,1,0,21,4,5.250000
20662,2,2,2,32,3,10.666667
20663,2,0,0,79,6,13.166667
20664,2,2,2,86,5,17.200000
20665,1,0,0,26,2,13.000000
20666,2,2,2,52,3,17.333333
20667,2,2,1,154,7,22.000000
20668,2,2,2,52,4,13.000000
20669,2,1,2,44,3,14.666667
20670,2,2,2,66,4,16.500000
20671,1,0,0,13,2,6.500000
20672,1,0,0,29,2,14.500000
20673,2,1,1,37,3,12.333333
20674,2,2,2,90,4,22.500000
20675,2,0,0,83,4,20.750000
20676,2,0,0,40,2,20.000000
20677,1,1,2,26,3,8.666667
20678,2,2,2,103,4,25.750000
20679,2,0,0,50,4,12.500000
20680,2,0,2,99,6,16.500000
20681,1,1,1,42,3,14.000000
20682,2,2,2,132,9,14.666667
20683,0,0,0,33,3,11.000000
20684,2,2,2,87,6,14.500000
20685,2,2,2,164,7,23.428571
20686,2,2,2,43,4,10.750000
20687,1,0,0,25,3,8.333333
20688,1,0,0,36,3,12.000000
20689,2,2,2,39,3,13.000000
20690,2,0,0,54,5,10.800000
20691,2,1,1,49,3,16.333333
20692,2,2,2,89,5,17.800000
20693,2,1,2,86,5,17.200000
20694,2,0,0,47,4,11.750000
20695,1,0,0,12,1,12.000000
20696,1,0,2,39,3,13.000000
20697,2,2,2,57,4,14.250000
20698,1,1,1,93,5,18.600000
20699,1,1,1,45,3,15.000000
20700,1,1,1,31,2,15.500000
20701,0,0,0,18,2,9.000000
20702,0,0,0,9,2,4.500000
20703,1,0,0,35,3,11.666667
20704,2,2,2,66,5,13.200000
20705,2,1,2,69,4,17.250000
20706,2,1,1,69,3,23.000000
20707,1,1,1,59,4,14.750000
20708,2,2,2,44,3,14.666667
20709,1,1,1,49,3,16.333333
20710,1,2,0,29,3,9.666667
20711,2,0,0,89,5,17.800000
20712,2,2,1,32,3,10.666667
20713,2,0,0,60,4,15.000000
20714,2,2,2,65,3,21.666667
20715,1,0,0,54,4,13.500000
20716,2,0,0,44,3,14.666667
20717,0,1,1,28,2,14.000000
20718,2,2,2,82,4,20.500000
20719,2,2,2,87,4,21.750000
20720,0,1,1,25,3,8.333333
20721,0,0,0,42,4,10.500000
20722,1,0,0,23,3,7.666667
20723,2,2,2,146,9,16.222222
20724,1,1,2,30,2,15.000000
20725,2,2,1,62,3,20.666667
20726,2,2,2,55,3,18.333333
