Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
91,4,3,3,96,6,16.000000
92,0,0,0,43,2,21.500000
93,5,3,3,78,4,19.500000
94,1,1,2,53,5,10.600000
95,1,3,1,75,5,15.000000
96,0,0,0,49,3,16.333333
97,4,3,3,96,7,13.714286
98,1,1,1,22,3,7.333333
99,1,3,3,13,2,6.500000
100,2,2,2,58,4,14.500000
101,2,3,3,55,4,13.750000
102,3,2,2,58,3,19.333333
103,1,1,1,89,5,17.800000
104,2,2,2,30,3,10.000000
105,0,0,2,52,2,26.000000
106,1,1,1,42,4,10.500000
107,3,2,3,33,3,11.000000
108,4,3,3,65,4,16.250000
109,2,1,1,64,5,12.800000
110,0,0,0,21,2,10.500000
111,0,0,0,16,2,8.000000
112,1,1,1,36,3,12.000000
113,1,1,1,42,3,14.000000
114,2,2,2,33,2,16.500000
115,2,1,1,43,2,21.500000
116,0,0,0,19,2,9.500000
117,2,2,3,64,4,16.000000
118,0,0,0,11,2,5.500000
119,0,0,0,45,4,11.250000
120,3,2,3,89,6,14.833333
121,1,1,1,54,3,18.000000
122,2,2,2,48,4,12.000000
123,2,1,2,50,4,12.500000
124,0,1,1,12,2,6.000000
125,0,0,0,34,3,11.333333
126,3,3,3,46,4,11.500000
127,0,0,0,76,6,12.666667
128,0,0,0,31,3,10.333333
129,1,1,1,60,4,15.000000
130,3,3,3,49,1,49.000000
131,4,3,3,76,7,10.857143
132,2,2,2,20,2,10.000000
133,2,2,2,41,3,13.666667
134,0,0,0,32,2,16.000000
135,3,3,3,43,3,14.333333
136,3,2,3,60,4,15.000000
137,2,2,1,90,5,18.000000
138,5,3,3,118,5,23.600000
139,3,3,3,38,3,12.666667
140,2,2,2,46,3,15.333333
141,2,2,2,56,3,18.666667
142,2,2,2,28,2,14.000000
143,3,3,2,67,6,11.166667
144,3,3,3,25,2,12.500000
145,2,2,2,59,6,9.833333
146,3,3,3,38,2,19.000000
147,1,1,1,14,2,7.000000
148,2,2,2,18,2,9.000000
149,0,0,0,36,4,9.000000
150,1,1,1,34,2,17.000000
151,1,1,1,31,2,15.500000
152,2,2,1,67,5,13.400000
153,4,3,3,34,2,17.000000
154,0,0,0,19,2,9.500000
155,2,2,3,39,4,9.750000
156,0,0,0,45,4,11.250000
157,2,2,2,41,6,6.833333
158,1,1,1,51,4,12.750000
159,0,0,0,63,2,31.500000
160,2,2,2,53,3,17.666667
161,1,1,1,41,2,20.500000
162,2,1,1,93,5,18.600000
163,2,1,1,88,5,17.600000
164,2,2,2,126,7,18.000000
165,2,2,2,49,5,9.800000
166,1,1,1,60,3,20.000000
167,0,0,0,45,3,15.000000
168,3,3,3,67,5,13.400000
169,0,0,0,20,3,6.666667
170,1,1,1,37,3,12.333333
171,1,1,0,36,3,12.000000
172,2,2,2,56,3,18.666667
173,1,1,0,46,5,9.200000
174,3,3,3,100,5,20.000000
175,1,1,1,35,2,17.500000
176,2,2,2,29,2,14.500000
177,2,2,2,75,9,8.333333
178,1,1,1,23,2,11.500000
179,3,2,3,100,6,16.666667
180,0,1,1,9,1,9.000000
181,0,0,1,44,3,14.666667
182,5,3,3,59,4,14.750000
183,2,2,2,50,5,10.000000
184,1,1,1,75,4,18.750000
185,0,0,0,24,3,8.000000
186,2,2,2,48,4,12.000000
187,1,1,1,65,7,9.285714
188,5,3,3,40,2,20.000000
189,0,0,0,17,2,8.500000
190,2,2,2,40,3,13.333333
191,0,0,0,64,3,21.333333
192,0,0,0,42,2,21.000000
193,0,0,0,73,4,18.250000
194,1,1,1,41,3,13.666667
195,3,3,3,64,4,16.000000
196,3,3,3,109,5,21.800000
197,2,2,2,60,3,20.000000
198,1,1,1,39,2,19.500000
199,3,3,3,56,4,14.000000
200,0,0,0,65,2,32.500000
201,0,0,0,10,2,5.000000
202,1,1,1,27,3,9.000000
203,0,0,0,15,1,15.000000
204,2,3,3,58,4,14.500000
205,2,2,2,41,2,20.500000
206,3,3,3,33,5,6.600000
207,2,2,2,32,4,8.000000
208,1,0,0,77,4,19.250000
209,3,3,3,45,3,15.000000
210,1,1,1,40,3,13.333333
211,4,3,3,98,5,19.600000
212,0,0,0,2,2,1.000000
213,3,2,2,47,3,15.666667
214,2,2,2,83,6,13.833333
215,2,2,2,42,3,14.000000
216,2,2,2,107,5,21.400000
217,1,1,1,31,2,15.500000
218,1,1,1,44,2,22.000000
219,2,2,2,94,5,18.800000
220,0,0,1,25,2,12.500000
221,2,2,2,55,2,27.500000
222,2,2,2,57,5,11.400000
223,1,1,1,20,3,6.666667
224,2,2,2,79,9,8.777778
225,0,0,0,1,1,1.000000
226,1,1,1,63,6,10.500000
227,1,1,1,42,4,10.500000
228,2,3,2,31,2,15.500000
229,2,2,2,24,2,12.000000
230,0,0,0,17,2,8.500000
231,1,2,2,92,5,18.400000
232,2,2,2,44,2,22.000000
233,0,0,0,6,2,3.000000
234,1,1,1,53,1,53.000000
235,0,0,0,51,3,17.000000
236,3,3,3,32,2,16.000000
237,0,0,0,48,4,12.000000
238,2,1,2,78,4,19.500000
239,3,3,3,83,5,16.600000
240,2,2,2,53,4,13.250000
241,3,3,3,79,5,15.800000
242,2,2,2,51,3,17.000000
243,2,2,2,48,3,16.000000
244,2,2,2,52,4,13.000000
245,3,3,3,61,5,12.200000
246,0,0,0,36,3,12.000000
247,1,1,1,73,6,12.166667
248,1,1,1,102,7,14.571429
249,2,2,2,65,6,10.833333
250,1,1,1,24,3,8.000000
251,1,0,1,22,3,7.333333
252,2,3,3,29,2,14.500000
253,1,1,1,47,3,15.666667
254,2,3,3,98,7,14.000000
255,2,2,2,46,4,11.500000
256,3,3,3,38,2,19.000000
257,2,2,2,61,3,20.333333
258,2,2,2,54,4,13.500000
259,2,1,1,72,4,18.000000
260,2,2,2,56,2,28.000000
261,0,0,0,18,2,9.000000
262,1,0,0,62,4,15.500000
263,0,0,0,20,2,10.000000
264,0,0,0,59,5,11.800000
265,4,3,3,86,6,14.333333
266,1,1,1,35,1,35.000000
267,1,1,1,87,4,21.750000
268,1,1,0,63,3,21.000000
269,0,0,0,38,4,9.500000
270,3,3,3,75,8,9.375000
271,1,2,0,57,4,14.250000
272,3,1,3,48,3,16.000000
273,2,1,2,42,2,21.000000
274,3,1,1,68,5,13.600000
275,1,1,1,39,3,13.000000
276,1,1,1,41,4,10.250000
277,2,2,2,40,2,20.000000
278,2,1,1,23,2,11.500000
279,1,1,1,49,3,16.333333
280,1,1,1,62,4,15.500000
281,3,3,3,41,3,13.666667
282,1,1,1,71,5,14.200000
283,0,0,0,37,4,9.250000
284,1,1,0,33,3,11.000000
285,2,1,1,52,4,13.000000
286,2,2,2,27,2,13.500000
287,2,2,1,37,3,12.333333
288,0,0,0,14,1,14.000000
289,2,2,2,56,5,11.200000
290,1,1,1,41,3,13.666667
291,3,3,3,65,6,10.833333
292,0,0,0,41,4,10.250000
293,1,1,1,24,2,12.000000
294,1,1,1,46,2,23.000000
295,1,1,1,30,2,15.000000
296,0,0,0,42,4,10.500000
297,1,1,1,72,5,14.400000
298,2,2,2,33,2,16.500000
299,1,1,1,39,3,13.000000
300,1,1,1,66,3,22.000000
301,2,2,2,29,2,14.500000
302,3,3,3,31,4,7.750000
303,3,3,2,38,2,19.000000
304,0,1,1,44,2,22.000000
305,2,2,2,59,5,11.800000
306,0,0,0,19,2,9.500000
307,2,2,2,45,4,11.250000
308,1,1,1,56,4,14.000000
309,3,2,3,54,4,13.500000
310,0,0,0,40,4,10.000000
311,2,2,2,38,2,19.000000
312,2,1,2,38,2,19.000000
313,2,3,3,110,6,18.333333
314,1,1,1,29,2,14.500000
315,0,0,0,29,3,9.666667
316,2,1,1,42,3,14.000000
317,0,0,0,26,3,8.666667
318,1,1,0,72,8,9.000000
319,2,2,2,39,2,19.500000
320,1,1,0,16,3,5.333333
321,0,2,2,17,2,8.500000
322,3,3,3,51,4,12.750000
323,3,2,2,97,5,19.400000
324,3,2,2,47,2,23.500000
325,3,3,3,81,6,13.500000
326,2,1,1,72,4,18.000000
327,3,3,3,24,4,6.000000
328,2,2,2,45,4,11.250000
329,3,2,2,76,5,15.200000
330,2,2,2,66,4,16.500000
331,0,0,0,47,3,15.666667
332,2,2,2,94,5,18.800000
333,1,0,0,21,3,7.000000
334,0,0,0,58,3,19.333333
335,2,1,1,27,2,13.500000
336,1,1,1,39,3,13.000000
337,2,3,3,60,3,20.000000
338,0,0,0,47,6,7.833333
339,1,0,0,30,4,7.500000
340,1,1,1,20,2,10.000000
341,3,3,3,52,3,17.333333
342,3,3,3,52,4,13.000000
343,2,3,2,69,4,17.250000
344,3,3,3,24,2,12.000000
345,2,2,2,56,4,14.000000
346,1,1,1,61,5,12.200000
347,0,1,1,9,1,9.000000
348,0,0,0,38,3,12.666667
349,2,2,2,35,2,17.500000
350,0,1,0,66,5,13.200000
351,2,2,3,95,7,13.571429
352,0,0,0,18,1,18.000000
353,0,0,0,43,4,10.750000
354,2,1,1,63,4,15.750000
355,4,2,2,39,2,19.500000
356,2,2,2,68,4,17.000000
357,1,1,1,24,2,12.000000
358,0,0,0,34,2,17.000000
359,2,3,3,46,3,15.333333
360,1,1,1,67,3,22.333333
361,2,2,2,33,2,16.500000
362,3,3,3,101,2,50.500000
363,2,2,2,29,3,9.666667
364,0,3,3,11,1,11.000000
365,4,3,3,73,4,18.250000
366,2,2,2,74,3,24.666667
367,2,3,3,53,4,13.250000
368,0,0,0,14,2,7.000000
369,2,2,2,33,2,16.500000
370,2,2,2,53,4,13.250000
371,0,0,0,22,2,11.000000
372,0,0,0,31,3,10.333333
373,1,1,1,34,2,17.000000
374,0,0,0,81,4,20.250000
375,1,1,1,56,4,14.000000
376,0,0,0,36,4,9.000000
377,3,2,2,74,6,12.333333
378,2,2,2,85,4,21.250000
379,1,1,1,54,2,27.000000
380,1,1,1,57,4,14.250000
381,1,2,2,26,2,13.000000
382,1,1,1,38,3,12.666667
383,2,2,3,57,5,11.400000
384,3,2,2,25,2,12.500000
385,0,0,0,10,2,5.000000
386,1,1,1,68,6,11.333333
387,0,0,0,9,2,4.500000
388,0,0,0,23,2,11.500000
389,2,2,3,56,4,14.000000
390,3,3,3,69,5,13.800000
391,2,2,2,50,5,10.000000
392,1,1,1,27,3,9.000000
393,2,3,2,31,3,10.333333
394,1,1,1,64,4,16.000000
395,3,3,3,59,4,14.750000
396,0,0,0,45,3,15.000000
397,2,1,1,39,2,19.500000
398,1,2,1,54,2,27.000000
399,3,2,2,30,2,15.000000
400,2,2,2,72,6,12.000000
401,2,1,2,44,2,22.000000
402,2,2,2,47,2,23.500000
403,0,0,0,67,4,16.750000
404,0,0,0,45,4,11.250000
405,2,2,2,124,8,15.500000
406,4,2,3,79,4,19.750000
407,0,0,0,45,4,11.250000
408,0,0,0,27,2,13.500000
409,2,2,2,51,3,17.000000
410,1,0,0,25,5,5.000000
411,0,0,0,19,2,9.500000
412,2,2,2,43,4,10.750000
413,0,0,0,19,2,9.500000
414,0,0,0,10,2,5.000000
415,3,3,3,109,7,15.571429
416,1,1,1,48,3,16.000000
417,3,3,3,60,3,20.000000
418,1,1,1,62,3,20.666667
419,2,1,1,52,2,26.000000
420,2,2,2,35,2,17.500000
421,3,3,3,100,5,20.000000
422,1,0,0,72,4,18.000000
423,3,3,3,49,2,24.500000
424,2,3,3,46,3,15.333333
425,0,0,0,54,2,27.000000
426,0,0,0,35,3,11.666667
427,1,1,1,26,2,13.000000
428,3,3,3,118,7,16.857143
429,0,0,0,11,2,5.500000
430,1,1,1,47,4,11.750000
431,0,0,0,22,2,11.000000
432,0,0,0,23,2,11.500000
433,1,1,1,36,2,18.000000
434,1,1,1,47,3,15.666667
435,0,0,0,15,2,7.500000
436,0,0,0,85,4,21.250000
437,1,1,1,26,2,13.000000
438,1,2,1,13,1,13.000000
439,2,2,2,55,4,13.750000
440,2,2,2,43,4,10.750000
441,1,2,2,59,4,14.750000
442,0,2,1,76,5,15.200000
443,2,2,2,73,7,10.428571
444,2,2,3,37,4,9.250000
445,2,1,1,35,3,11.666667
446,3,2,2,47,2,23.500000
447,2,1,1,30,2,15.000000
448,1,1,1,42,3,14.000000
449,4,3,3,39,1,39.000000
450,1,1,1,93,5,18.600000
451,0,0,0,20,3,6.666667
452,2,1,1,53,4,13.250000
453,1,0,0,49,2,24.500000
454,4,3,3,59,4,14.750000
455,1,1,1,68,5,13.600000
456,0,0,0,27,2,13.500000
457,0,0,0,39,3,13.000000
458,3,3,3,114,4,28.500000
459,2,2,2,71,4,17.750000
460,0,0,0,36,3,12.000000
461,3,3,3,82,4,20.500000
462,3,3,2,46,3,15.333333
463,1,1,1,34,3,11.333333
464,4,3,3,60,3,20.000000
465,0,0,0,67,4,16.750000
466,3,3,3,38,4,9.500000
467,3,3,3,51,3,17.000000
468,1,1,1,38,2,19.000000
469,3,3,3,72,4,18.000000
470,0,0,0,24,3,8.000000
471,2,1,1,80,4,20.000000
472,3,2,2,91,5,18.200000
473,1,3,3,19,1,19.000000
474,1,1,1,84,4,21.000000
475,1,1,1,31,4,7.750000
476,2,2,2,71,5,14.200000
477,1,1,1,71,5,14.200000
478,2,1,1,90,6,15.000000
479,2,2,2,22,2,11.000000
480,2,2,2,35,2,17.500000
481,0,1,1,34,4,8.500000
482,1,1,1,46,2,23.000000
483,2,2,2,57,5,11.400000
484,0,0,0,57,5,11.400000
485,0,0,0,18,2,9.000000
486,1,0,1,39,4,9.750000
487,0,0,0,1,1,1.000000
488,0,0,0,46,2,23.000000
489,1,1,2,37,4,9.250000
490,1,1,1,22,2,11.000000
491,3,2,2,27,2,13.500000
492,2,1,1,77,6,12.833333
493,1,1,1,36,2,18.000000
494,2,1,1,51,4,12.750000
495,2,2,1,72,5,14.400000
496,2,2,2,89,9,9.888889
497,2,0,0,56,4,14.000000
498,1,1,1,39,4,9.750000
499,3,3,3,29,3,9.666667
500,3,3,3,71,3,23.666667
501,1,1,1,36,2,18.000000
502,1,1,1,50,3,16.666667
503,2,2,2,38,5,7.600000
504,3,2,3,36,2,18.000000
505,3,3,3,25,2,12.500000
506,1,1,1,50,4,12.500000
507,2,2,2,98,5,19.600000
508,2,2,2,36,2,18.000000
509,1,2,1,98,6,16.333333
510,1,1,1,28,2,14.000000
511,2,2,2,65,5,13.000000
512,0,0,0,25,2,12.500000
513,2,2,1,109,4,27.250000
514,3,3,3,78,5,15.600000
515,3,3,3,36,2,18.000000
516,3,3,3,84,5,16.800000
517,1,1,1,67,5,13.400000
518,1,1,1,73,4,18.250000
519,3,3,3,65,7,9.285714
520,1,1,0,11,2,5.500000
521,2,1,1,66,4,16.500000
522,1,1,1,10,2,5.000000
523,3,2,2,32,2,16.000000
524,0,0,0,44,4,11.000000
525,1,0,0,24,2,12.000000
526,3,2,3,96,5,19.200000
527,1,3,3,20,1,20.000000
528,2,2,2,51,4,12.750000
529,2,3,2,44,5,8.800000
530,1,1,1,91,5,18.200000
531,3,2,2,109,7,15.571429
532,0,2,2,15,1,15.000000
533,0,0,0,73,6,12.166667
534,4,3,3,67,5,13.400000
535,0,2,2,12,2,6.000000
536,1,1,1,53,3,17.666667
537,4,3,3,78,8,9.750000
538,0,0,0,16,2,8.000000
539,2,2,2,42,1,42.000000
540,2,2,2,48,4,12.000000
541,1,2,1,74,5,14.800000
542,3,3,3,49,2,24.500000
543,0,1,1,67,4,16.750000
544,3,2,3,46,4,11.500000
545,0,0,0,37,4,9.250000
546,1,1,1,45,3,15.000000
547,2,2,2,44,4,11.000000
548,2,2,2,88,4,22.000000
549,0,0,0,59,4,14.750000
550,1,1,1,23,1,23.000000
551,1,2,2,80,6,13.333333
552,3,3,3,69,5,13.800000
553,0,0,0,41,4,10.250000
554,1,0,1,44,3,14.666667
555,3,3,2,83,6,13.833333
556,2,2,2,45,3,15.000000
557,1,0,1,39,3,13.000000
558,2,2,2,50,4,12.500000
559,3,3,3,41,3,13.666667
560,1,1,1,81,4,20.250000
561,1,1,1,51,3,17.000000
562,1,1,1,61,4,15.250000
563,2,2,2,29,2,14.500000
564,1,1,1,60,4,15.000000
565,3,3,3,45,2,22.500000
566,3,2,2,39,3,13.000000
567,3,3,3,54,4,13.500000
568,2,2,2,69,6,11.500000
569,1,1,0,59,3,19.666667
570,1,1,1,43,4,10.750000
571,1,1,1,58,3,19.333333
572,0,0,0,61,5,12.200000
573,2,2,2,80,5,16.000000
574,0,0,0,6,1,6.000000
575,1,1,1,26,2,13.000000
576,1,1,1,54,2,27.000000
577,3,3,2,66,4,16.500000
578,3,3,3,97,5,19.400000
579,2,2,2,62,2,31.000000
580,0,0,0,63,4,15.750000
581,1,1,1,32,2,16.000000
582,1,1,1,29,3,9.666667
583,1,1,1,18,2,9.000000
584,1,1,1,39,3,13.000000
585,1,2,2,35,2,17.500000
586,1,0,0,25,1,25.000000
587,3,3,2,56,4,14.000000
588,3,3,3,56,2,28.000000
589,2,2,2,62,3,20.666667
590,1,1,0,27,2,13.500000
591,2,2,2,49,4,12.250000
592,4,2,2,56,4,14.000000
593,3,3,3,99,5,19.800000
594,1,2,2,83,5,16.600000
595,1,1,1,31,2,15.500000
596,2,2,2,62,3,20.666667
597,2,2,2,52,4,13.000000
598,0,0,0,32,4,8.000000
599,3,2,2,84,9,9.333333
600,1,1,1,19,2,9.500000
601,2,2,2,54,3,18.000000
602,2,2,2,58,4,14.500000
603,4,3,3,55,2,27.500000
604,2,2,2,69,6,11.500000
605,2,2,2,50,3,16.666667
606,2,2,2,54,4,13.500000
607,4,3,3,70,4,17.500000
608,2,2,2,51,1,51.000000
609,2,1,2,76,4,19.000000
610,0,0,0,38,2,19.000000
611,1,2,2,18,2,9.000000
612,3,2,2,31,7,4.428571
613,0,0,0,23,2,11.500000
614,2,2,2,45,2,22.500000
615,2,2,2,36,3,12.000000
616,3,3,3,38,2,19.000000
617,2,2,2,76,4,19.000000
618,1,1,1,52,4,13.000000
619,1,1,1,31,4,7.750000
620,1,1,1,79,4,19.750000
621,0,0,0,49,2,24.500000
622,1,0,0,41,2,20.500000
623,2,2,2,75,4,18.750000
624,2,2,2,58,4,14.500000
625,3,3,3,65,5,13.000000
626,0,0,0,30,2,15.000000
627,3,3,3,69,5,13.800000
628,2,2,2,45,3,15.000000
629,3,2,2,52,3,17.333333
630,2,2,2,34,2,17.000000
631,2,2,2,62,4,15.500000
632,3,3,3,34,4,8.500000
633,2,2,2,65,6,10.833333
634,0,0,0,18,2,9.000000
635,2,1,1,61,4,15.250000
636,1,1,1,63,3,21.000000
637,0,0,0,22,2,11.000000
638,3,3,3,55,3,18.333333
639,3,3,3,53,3,17.666667
640,2,2,2,45,3,15.000000
641,0,0,0,42,4,10.500000
642,1,1,1,50,4,12.500000
643,4,3,3,43,3,14.333333
644,0,1,1,33,7,4.714286
645,1,2,1,21,2,10.500000
646,0,2,2,4,1,4.000000
647,3,3,3,75,5,15.000000
648,2,3,3,34,2,17.000000
649,3,3,2,49,4,12.250000
650,1,0,0,19,2,9.500000
651,2,2,2,64,2,32.000000
652,2,2,2,57,4,14.250000
653,1,1,1,35,3,11.666667
654,2,2,2,36,2,18.000000
655,2,2,3,49,3,16.333333
656,4,3,3,23,2,11.500000
657,2,2,2,40,4,10.000000
658,2,2,2,58,4,14.500000
659,2,2,2,50,4,12.500000
660,1,0,0,23,2,11.500000
661,3,1,1,46,3,15.333333
662,2,2,2,101,2,50.500000
663,0,1,1,38,2,19.000000
664,0,2,2,33,2,16.500000
665,2,1,2,77,6,12.833333
666,1,1,1,37,2,18.500000
667,2,2,2,21,1,21.000000
668,0,0,0,54,3,18.000000
669,0,0,0,47,4,11.750000
670,0,0,0,4,1,4.000000
671,1,1,1,77,6,12.833333
672,2,2,2,51,3,17.000000
673,1,2,1,47,4,11.750000
674,2,2,2,41,4,10.250000
675,1,1,1,46,2,23.000000
676,0,0,0,10,2,5.000000
677,3,3,3,62,3,20.666667
678,2,2,2,27,3,9.000000
679,0,0,0,67,5,13.400000
680,0,0,0,15,2,7.500000
681,2,2,2,76,6,12.666667
682,0,0,0,48,3,16.000000
683,2,2,2,23,4,5.750000
684,2,2,2,46,3,15.333333
685,2,2,2,37,4,9.250000
686,1,2,2,28,2,14.000000
687,2,2,2,96,5,19.200000
688,2,2,2,88,6,14.666667
689,3,3,3,51,5,10.200000
690,0,0,0,62,2,31.000000
691,2,1,2,31,2,15.500000
692,3,3,3,66,9,7.333333
693,1,2,2,40,2,20.000000
694,0,2,0,90,7,12.857143
695,1,0,1,62,4,15.500000
696,0,1,2,41,4,10.250000
697,2,2,2,37,3,12.333333
698,1,1,0,12,2,6.000000
699,0,1,1,16,2,8.000000
700,4,3,3,58,4,14.500000
701,3,3,3,44,3,14.666667
702,2,2,2,78,5,15.600000
703,1,1,1,56,4,14.000000
704,1,3,1,48,4,12.000000
705,1,1,1,46,4,11.500000
706,3,3,3,40,3,13.333333
707,4,3,3,109,7,15.571429
708,3,3,3,51,3,17.000000
709,2,1,1,49,2,24.500000
710,3,3,3,26,2,13.000000
711,0,0,0,17,2,8.500000
712,3,3,3,72,5,14.400000
713,3,3,3,41,3,13.666667
714,0,0,0,31,3,10.333333
715,2,2,2,45,4,11.250000
716,1,1,1,74,6,12.333333
717,0,1,1,24,3,8.000000
718,2,2,1,53,4,13.250000
719,1,1,1,47,4,11.750000
720,1,1,1,49,2,24.500000
721,1,1,1,64,2,32.000000
722,2,2,2,36,2,18.000000
723,0,0,0,9,2,4.500000
724,0,0,0,38,4,9.500000
725,1,0,0,50,4,12.500000
726,2,2,2,50,3,16.666667
727,2,1,1,103,8,12.875000
728,3,3,3,61,4,15.250000
729,2,3,3,68,3,22.666667
730,2,2,2,59,3,19.666667
731,2,2,2,38,3,12.666667
732,2,2,2,35,2,17.500000
733,2,2,2,68,4,17.000000
734,2,2,2,30,2,15.000000
735,0,0,0,7,2,3.500000
736,1,1,0,32,3,10.666667
737,1,1,1,40,3,13.333333
738,1,1,1,33,3,11.000000
739,1,1,0,106,8,13.250000
740,3,3,3,71,4,17.750000
741,1,1,1,30,2,15.000000
742,0,0,0,46,4,11.500000
743,0,0,0,39,3,13.000000
744,3,3,3,47,2,23.500000
745,3,2,3,52,3,17.333333
746,2,2,2,58,4,14.500000
747,2,3,3,27,2,13.500000
748,2,2,2,34,3,11.333333
749,3,2,2,60,5,12.000000
750,3,3,3,42,3,14.000000
751,1,2,1,31,3,10.333333
752,0,0,0,20,2,10.000000
753,1,2,2,42,2,21.000000
754,3,2,3,60,3,20.000000
755,0,0,0,9,2,4.500000
756,2,2,2,48,3,16.000000
757,0,1,1,15,1,15.000000
758,3,3,2,62,4,15.500000
759,2,2,2,39,4,9.750000
760,3,1,1,24,2,12.000000
761,1,1,1,26,3,8.666667
762,3,2,3,59,5,11.800000
763,2,2,2,62,5,12.400000
764,2,2,2,62,4,15.500000
765,0,0,0,40,4,10.000000
766,1,1,1,35,3,11.666667
767,1,1,1,16,2,8.000000
768,1,1,1,93,5,18.600000
769,2,2,2,50,4,12.500000
770,1,2,2,23,2,11.500000
771,2,2,2,52,3,17.333333
772,0,0,0,60,3,20.000000
773,2,2,2,61,4,15.250000
774,0,0,0,60,3,20.000000
775,0,0,0,60,4,15.000000
776,0,0,0,54,3,18.000000
777,4,3,3,49,4,12.250000
778,1,1,1,35,2,17.500000
779,2,2,2,38,4,9.500000
780,0,0,0,18,2,9.000000
781,2,2,2,131,8,16.375000
782,3,2,2,40,3,13.333333
783,0,0,0,45,2,22.500000
784,1,1,1,50,2,25.000000
785,3,2,2,80,6,13.333333
786,2,2,3,27,3,9.000000
787,2,2,2,51,3,17.000000
788,4,3,3,39,2,19.500000
789,2,2,2,38,2,19.000000
790,4,2,2,36,2,18.000000
791,0,0,0,25,7,3.571429
792,0,0,0,57,4,14.250000
793,2,2,2,44,4,11.000000
794,1,1,1,83,4,20.750000
795,1,1,1,25,2,12.500000
796,1,1,0,14,2,7.000000
797,2,2,3,70,6,11.666667
798,2,1,1,38,2,19.000000
799,2,2,2,51,5,10.200000
800,0,0,0,13,2,6.500000
801,1,0,0,46,4,11.500000
802,0,0,0,32,2,16.000000
803,1,1,1,63,4,15.750000
804,3,3,3,58,4,14.500000
805,2,3,2,120,8,15.000000
806,1,0,1,39,3,13.000000
807,3,3,3,78,4,19.500000
808,0,0,0,31,2,15.500000
809,1,1,1,56,5,11.200000
810,2,3,3,35,3,11.666667
811,1,1,1,68,2,34.000000
812,1,1,1,16,2,8.000000
813,0,0,0,13,2,6.500000
814,1,1,1,15,1,15.000000
815,1,1,1,72,6,12.000000
816,1,0,0,25,2,12.500000
817,2,2,2,53,3,17.666667
818,5,3,3,100,6,16.666667
819,5,3,3,53,2,26.500000
