Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
14045,0,0,0,20,2,10.000000
14046,0,0,0,7,4,1.750000
14047,0,0,0,9,1,9.000000
14048,0,0,0,3,1,3.000000
14049,0,0,0,8,2,4.000000
14050,0,0,0,61,4,15.250000
14051,0,0,0,51,5,10.200000
14052,0,0,0,50,6,8.333333
14053,0,0,0,18,2,9.000000
14054,0,0,0,59,5,11.800000
14055,0,0,0,12,1,12.000000
14056,1,1,0,32,3,10.666667
14057,0,0,0,37,5,7.400000
14058,1,1,1,29,3,9.666667
14059,0,0,0,2,1,2.000000
14060,0,0,0,55,4,13.750000
14061,0,0,0,19,4,4.750000
14062,3,2,3,60,4,15.000000
14063,0,0,0,30,4,7.500000
14064,0,0,0,29,4,7.250000
14065,0,0,0,9,1,9.000000
14066,0,0,0,4,1,4.000000
14067,1,0,0,13,1,13.000000
14068,0,0,0,12,2,6.000000
14069,2,2,2,86,5,17.200000
14070,0,0,0,4,1,4.000000
14071,0,0,0,23,1,23.000000
14072,0,0,0,3,1,3.000000
14073,0,0,0,3,1,3.000000
14074,0,0,0,28,4,7.000000
14075,1,1,1,30,2,15.000000
14076,0,0,0,6,1,6.000000
14077,0,0,0,6,1,6.000000
14078,0,0,0,11,1,11.000000
14079,0,0,0,3,1,3.000000
14080,0,0,0,7,2,3.500000
14081,0,0,0,9,2,4.500000
14082,0,0,0,5,1,5.000000
14083,0,0,0,1,1,1.000000
14084,0,0,0,19,2,9.500000
14085,0,0,0,50,4,12.500000
14086,0,0,0,36,4,9.000000
14087,0,0,0,8,4,2.000000
14088,0,0,0,2,2,1.000000
14089,0,0,0,19,2,9.500000
14090,0,0,0,21,4,5.250000
14091,0,1,1,15,2,7.500000
14092,1,1,1,88,6,14.666667
14093,0,0,0,3,1,3.000000
14094,0,0,0,15,2,7.500000
14095,0,1,1,41,2,20.500000
14096,1,1,1,29,3,9.666667
14097,0,0,0,7,2,3.500000
14098,0,0,0,8,2,4.000000
14099,0,0,0,33,4,8.250000
14100,0,0,0,19,2,9.500000
14101,0,0,0,9,2,4.500000
14102,0,0,0,17,2,8.500000
14103,0,0,0,3,1,3.000000
14104,1,1,1,39,4,9.750000
14105,0,0,0,19,4,4.750000
14106,0,0,0,35,4,8.750000
14107,1,2,2,63,6,10.500000
14108,0,0,0,21,4,5.250000
14109,0,0,0,18,2,9.000000
14110,3,2,2,33,1,33.000000
14111,0,0,0,5,1,5.000000
14112,0,0,0,53,4,13.250000
14113,0,0,0,42,5,8.400000
14114,0,0,0,47,2,23.500000
14115,0,0,0,15,2,7.500000
14116,0,0,0,56,5,11.200000
14117,1,2,2,31,4,7.750000
14118,0,0,0,3,1,3.000000
14119,0,0,0,4,2,2.000000
14120,0,0,0,42,5,8.400000
14121,0,0,0,31,4,7.750000
14122,0,0,0,22,2,11.000000
14123,0,0,0,7,1,7.000000
14124,0,0,0,42,4,10.500000
14125,3,2,2,32,4,8.000000
14126,0,0,0,6,3,2.000000
14127,0,0,0,5,2,2.500000
14128,0,0,0,40,4,10.000000
14129,0,0,0,30,3,10.000000
14130,0,0,0,35,5,7.000000
14131,0,0,0,18,1,18.000000
14132,0,0,0,3,1,3.000000
14133,0,0,0,4,1,4.000000
14134,0,0,0,11,2,5.500000
14135,0,0,0,2,1,2.000000
14136,0,0,0,3,1,3.000000
14137,1,0,0,47,4,11.750000
14138,0,0,0,20,4,5.000000
14139,1,0,0,30,2,15.000000
14140,0,1,3,39,1,39.000000
14141,0,0,0,52,2,26.000000
14142,0,0,0,22,3,7.333333
14143,2,2,2,90,6,15.000000
14144,0,0,0,10,2,5.000000
14145,0,0,0,42,3,14.000000
14146,0,0,0,6,4,1.500000
14147,1,1,1,41,4,10.250000
14148,2,2,2,70,5,14.000000
14149,1,1,1,44,6,7.333333
14150,0,0,0,30,3,10.000000
14151,0,0,0,6,2,3.000000
14152,0,0,0,14,1,14.000000
14153,0,0,0,6,4,1.500000
14154,0,0,0,9,2,4.500000
14155,0,0,0,5,1,5.000000
14156,0,0,0,5,1,5.000000
14157,0,1,1,15,1,15.000000
14158,0,0,0,5,1,5.000000
14159,0,0,0,1,1,1.000000
14160,0,0,0,28,4,7.000000
14161,0,1,1,31,3,10.333333
14162,0,0,0,53,4,13.250000
14163,3,3,3,74,5,14.800000
14164,0,0,0,3,1,3.000000
14165,0,0,0,6,4,1.500000
14166,0,0,0,31,3,10.333333
14167,0,0,0,27,4,6.750000
14168,0,0,0,4,3,1.333333
14169,0,0,0,23,1,23.000000
14170,0,0,0,20,1,20.000000
14171,3,2,2,28,1,28.000000
14172,0,0,0,11,1,11.000000
14173,0,0,0,18,2,9.000000
14174,0,0,0,1,1,1.000000
14175,0,0,0,29,3,9.666667
14176,0,0,0,4,1,4.000000
14177,0,0,0,46,4,11.500000
14178,2,1,3,67,7,9.571429
14179,0,0,0,6,4,1.500000
14180,1,2,2,99,9,11.000000
14181,0,0,0,66,3,22.000000
14182,0,0,0,7,4,1.750000
14183,1,0,1,46,4,11.500000
14184,0,0,0,8,1,8.000000
14185,0,0,0,27,3,9.000000
14186,0,0,0,46,4,11.500000
14187,0,0,0,26,4,6.500000
14188,0,0,0,3,2,1.500000
14189,0,0,0,45,5,9.000000
14190,0,0,0,47,4,11.750000
14191,0,0,0,39,4,9.750000
14192,0,0,0,29,5,5.800000
14193,0,0,0,23,3,7.666667
14194,0,0,0,6,1,6.000000
14195,0,0,0,44,4,11.000000
14196,0,0,0,3,1,3.000000
14197,0,0,0,3,1,3.000000
14198,2,2,2,39,4,9.750000
14199,0,1,1,22,3,7.333333
14200,0,0,0,22,4,5.500000
14201,0,0,0,12,2,6.000000
14202,0,0,0,26,4,6.500000
14203,0,1,1,19,3,6.333333
14204,0,0,0,36,4,9.000000
14205,0,0,0,3,1,3.000000
14206,0,0,0,15,4,3.750000
14207,0,0,0,23,3,7.666667
14208,2,2,2,61,4,15.250000
14209,0,0,0,3,2,1.500000
14210,0,0,0,6,4,1.500000
14211,0,0,0,3,1,3.000000
14212,1,0,0,37,5,7.400000
14213,0,0,0,25,5,5.000000
14214,0,0,0,21,2,10.500000
14215,0,0,0,65,5,13.000000
14216,0,0,0,24,2,12.000000
14217,0,0,0,84,4,21.000000
14218,0,0,0,6,1,6.000000
14219,2,2,2,50,5,10.000000
14220,0,0,0,28,3,9.333333
14221,0,0,0,5,1,5.000000
14222,3,3,2,26,1,26.000000
14223,0,0,0,4,1,4.000000
14224,2,2,2,28,4,7.000000
14225,0,0,0,4,2,2.000000
14226,0,0,0,34,4,8.500000
14227,0,0,0,39,2,19.500000
14228,1,1,1,22,3,7.333333
14229,0,0,0,1,1,1.000000
14230,0,0,0,3,1,3.000000
14231,0,0,0,30,1,30.000000
14232,0,0,0,21,2,10.500000
14233,0,0,0,33,3,11.000000
14234,0,1,1,43,4,10.750000
14235,0,0,0,15,2,7.500000
14236,3,3,3,63,5,12.600000
14237,1,1,1,8,2,4.000000
14238,0,0,0,2,1,2.000000
14239,0,0,0,20,2,10.000000
14240,0,0,0,2,1,2.000000
14241,0,0,0,2,2,1.000000
14242,0,0,0,31,5,6.200000
14243,0,0,0,17,2,8.500000
14244,0,0,0,14,3,4.666667
14245,0,0,0,12,2,6.000000
14246,0,0,0,5,2,2.500000
14247,0,0,0,12,2,6.000000
14248,0,0,0,5,1,5.000000
14249,0,0,0,14,2,7.000000
14250,0,0,0,28,4,7.000000
14251,0,0,0,32,4,8.000000
14252,0,0,0,24,1,24.000000
14253,0,0,0,11,1,11.000000
14254,1,1,1,13,1,13.000000
14255,0,0,0,24,2,12.000000
14256,0,0,0,14,4,3.500000
14257,1,1,1,88,5,17.600000
14258,0,0,0,37,4,9.250000
14259,0,0,0,37,2,18.500000
14260,0,0,0,3,1,3.000000
14261,3,3,3,123,10,12.300000
14262,3,2,2,32,4,8.000000
14263,0,0,0,56,6,9.333333
14264,1,1,1,8,2,4.000000
14265,0,0,0,2,1,2.000000
14266,0,0,0,2,1,2.000000
14267,0,0,0,55,4,13.750000
14268,0,0,0,14,2,7.000000
14269,0,0,0,17,2,8.500000
14270,2,3,3,58,4,14.500000
14271,1,1,1,24,1,24.000000
14272,1,1,1,47,4,11.750000
14273,0,0,0,1,1,1.000000
14274,0,0,0,8,5,1.600000
14275,0,0,0,28,1,28.000000
14276,0,0,0,53,5,10.600000
14277,0,0,0,8,1,8.000000
14278,0,0,0,6,4,1.500000
14279,1,2,2,30,4,7.500000
14280,1,1,1,89,6,14.833333
14281,0,0,0,2,1,2.000000
14282,0,0,0,43,2,21.500000
14283,1,1,1,63,7,9.000000
14284,0,0,0,1,1,1.000000
14285,2,3,3,82,5,16.400000
14286,0,0,0,20,2,10.000000
14287,0,0,0,16,1,16.000000
14288,0,0,0,56,5,11.200000
14289,0,0,0,3,1,3.000000
14290,0,0,0,58,4,14.500000
14291,1,1,1,27,4,6.750000
14292,0,0,0,23,3,7.666667
14293,0,0,0,1,1,1.000000
14294,0,0,0,61,5,12.200000
14295,0,0,0,19,1,19.000000
14296,1,1,1,43,4,10.750000
14297,0,0,0,19,2,9.500000
14298,0,0,0,6,4,1.500000
14299,0,0,0,2,2,1.000000
14300,0,0,0,19,1,19.000000
14301,0,0,0,9,5,1.800000
14302,0,0,0,4,1,4.000000
14303,0,0,0,5,1,5.000000
14304,0,0,0,27,3,9.000000
14305,0,0,0,9,1,9.000000
14306,2,2,2,50,4,12.500000
14307,3,3,3,68,6,11.333333
14308,0,0,0,9,2,4.500000
14309,0,0,0,25,4,6.250000
14310,0,0,0,5,1,5.000000
14311,0,0,0,42,5,8.400000
14312,0,0,0,19,4,4.750000
14313,3,2,1,60,4,15.000000
14314,0,0,0,3,1,3.000000
14315,0,0,0,1,1,1.000000
14316,0,0,0,74,4,18.500000
14317,1,1,1,34,3,11.333333
14318,0,0,0,3,1,3.000000
14319,0,0,0,8,1,8.000000
14320,0,0,0,17,2,8.500000
14321,0,0,0,22,5,4.400000
14322,0,0,0,27,2,13.500000
14323,0,0,0,16,3,5.333333
14324,0,0,0,50,5,10.000000
14325,0,0,0,5,1,5.000000
14326,0,0,0,9,2,4.500000
14327,0,0,0,10,4,2.500000
14328,1,0,0,6,1,6.000000
14329,0,0,0,20,3,6.666667
14330,0,0,0,6,2,3.000000
14331,0,0,0,19,1,19.000000
14332,0,0,0,2,1,2.000000
14333,0,0,0,16,2,8.000000
14334,2,2,2,45,4,11.250000
14335,0,0,0,5,1,5.000000
14336,0,0,0,8,2,4.000000
14337,0,0,0,12,2,6.000000
14338,0,0,0,13,2,6.500000
14339,0,0,0,8,2,4.000000
14340,0,0,0,20,1,20.000000
14341,0,0,0,23,3,7.666667
14342,0,0,0,1,1,1.000000
14343,0,0,0,66,5,13.200000
14344,0,0,0,1,1,1.000000
14345,0,0,0,21,3,7.000000
14346,0,0,0,20,1,20.000000
14347,0,0,0,25,2,12.500000
14348,0,0,0,56,4,14.000000
14349,0,0,0,38,4,9.500000
14350,0,0,0,3,1,3.000000
14351,0,0,0,3,1,3.000000
14352,1,1,1,37,4,9.250000
14353,0,0,0,3,1,3.000000
14354,0,0,0,16,1,16.000000
14355,0,0,0,3,1,3.000000
14356,0,0,0,34,4,8.500000
14357,1,1,1,45,4,11.250000
14358,0,0,0,53,1,53.000000
14359,0,0,0,8,2,4.000000
14360,0,0,0,29,3,9.666667
14361,1,0,0,24,4,6.000000
14362,1,1,1,25,3,8.333333
14363,0,0,0,5,1,5.000000
14364,0,0,0,1,1,1.000000
14365,0,0,0,32,5,6.400000
14366,0,0,0,52,5,10.400000
14367,3,3,3,59,3,19.666667
14368,0,0,0,2,1,2.000000
14369,0,0,0,20,3,6.666667
14370,0,0,0,27,3,9.000000
14371,0,0,0,7,1,7.000000
14372,0,0,0,45,4,11.250000
14373,0,0,0,34,4,8.500000
14374,0,0,0,3,1,3.000000
14375,0,0,0,6,1,6.000000
14376,0,0,0,15,3,5.000000
14377,0,0,0,19,3,6.333333
14378,0,0,0,32,4,8.000000
14379,0,0,0,12,1,12.000000
14380,3,3,2,59,6,9.833333
14381,0,0,0,58,7,8.285714
14382,0,0,0,12,2,6.000000
14383,0,0,0,22,2,11.000000
14384,0,0,0,26,3,8.666667
14385,0,0,0,41,4,10.250000
14386,0,0,0,78,8,9.750000
14387,0,0,0,3,1,3.000000
14388,0,0,0,13,2,6.500000
14389,1,1,1,17,1,17.000000
14390,0,0,0,10,2,5.000000
14391,0,0,0,20,1,20.000000
14392,0,0,0,11,2,5.500000
14393,0,0,0,10,4,2.500000
14394,0,0,0,49,4,12.250000
14395,0,0,0,4,1,4.000000
14396,3,0,0,81,6,13.500000
14397,0,0,0,14,2,7.000000
14398,0,0,0,2,1,2.000000
14399,1,0,0,30,3,10.000000
14400,0,0,0,9,1,9.000000
14401,0,0,0,29,5,5.800000
14402,1,1,1,12,2,6.000000
14403,0,0,0,24,3,8.000000
14404,0,0,0,36,4,9.000000
14405,0,0,0,33,2,16.500000
14406,0,1,1,28,3,9.333333
14407,0,0,0,41,4,10.250000
14408,0,0,0,59,4,14.750000
14409,0,0,0,32,4,8.000000
14410,0,0,0,3,1,3.000000
14411,0,0,0,27,4,6.750000
14412,0,0,0,5,4,1.250000
14413,0,0,1,43,4,10.750000
14414,0,0,0,6,1,6.000000
14415,0,0,0,5,2,2.500000
14416,0,0,0,8,1,8.000000
14417,0,0,0,23,5,4.600000
14418,0,0,0,2,1,2.000000
14419,0,0,0,32,4,8.000000
14420,0,1,0,38,5,7.600000
14421,0,0,1,13,2,6.500000
14422,0,0,0,7,1,7.000000
14423,0,0,0,3,1,3.000000
14424,0,0,0,66,4,16.500000
14425,0,0,0,2,1,2.000000
14426,3,3,3,30,1,30.000000
14427,0,0,0,33,4,8.250000
14428,0,0,0,9,2,4.500000
14429,0,0,0,2,1,2.000000
14430,0,0,0,6,1,6.000000
14431,0,0,0,6,1,6.000000
14432,0,0,0,18,2,9.000000
14433,0,0,0,24,4,6.000000
14434,0,0,0,1,1,1.000000
14435,0,0,0,117,10,11.700000
14436,1,1,1,43,4,10.750000
14437,0,0,0,25,2,12.500000
14438,0,0,0,65,5,13.000000
14439,2,3,3,130,11,11.818182
14440,0,0,0,14,1,14.000000
14441,0,0,0,15,1,15.000000
14442,2,3,2,43,5,8.600000
14443,0,0,0,13,2,6.500000
14444,3,3,2,135,10,13.500000
14445,0,0,0,1,1,1.000000
14446,0,0,0,7,2,3.500000
14447,0,0,0,46,4,11.500000
14448,0,0,0,32,2,16.000000
14449,0,0,0,6,1,6.000000
14450,0,0,0,3,1,3.000000
14451,0,0,0,2,1,2.000000
14452,0,0,0,69,1,69.000000
14453,0,0,0,46,4,11.500000
14454,0,0,0,9,4,2.250000
14455,1,2,2,105,8,13.125000
14456,0,0,0,6,1,6.000000
14457,1,0,0,12,1,12.000000
14458,1,1,1,20,2,10.000000
14459,0,0,0,3,1,3.000000
14460,0,0,0,38,1,38.000000
14461,0,0,0,39,4,9.750000
14462,0,0,0,13,2,6.500000
14463,0,0,0,14,3,4.666667
14464,0,0,0,3,1,3.000000
14465,0,0,0,25,3,8.333333
14466,0,0,0,43,3,14.333333
14467,0,0,0,15,2,7.500000
14468,0,0,0,12,2,6.000000
14469,0,0,0,13,1,13.000000
14470,0,0,0,8,1,8.000000
14471,0,0,0,2,1,2.000000
14472,0,0,0,11,2,5.500000
14473,3,3,3,48,1,48.000000
14474,0,0,0,10,4,2.500000
14475,0,0,0,57,5,11.400000
14476,0,0,0,22,2,11.000000
14477,3,2,2,110,7,15.714286
14478,0,0,0,27,5,5.400000
14479,1,1,1,22,3,7.333333
14480,0,0,0,20,1,20.000000
14481,1,1,1,42,4,10.500000
14482,1,1,1,31,4,7.750000
14483,0,0,0,12,2,6.000000
14484,1,2,1,43,2,21.500000
14485,2,3,3,125,8,15.625000
14486,0,0,0,50,4,12.500000
14487,0,0,0,23,2,11.500000
14488,1,1,1,38,4,9.500000
14489,0,0,0,20,2,10.000000
14490,1,1,1,19,1,19.000000
14491,0,0,0,5,1,5.000000
14492,0,0,0,23,2,11.500000
14493,0,0,0,3,2,1.500000
14494,0,0,0,3,1,3.000000
14495,0,0,0,20,2,10.000000
14496,0,0,0,4,1,4.000000
14497,2,2,2,63,6,10.500000
14498,0,0,0,29,2,14.500000
14499,1,1,0,22,3,7.333333
14500,0,0,0,13,2,6.500000
14501,2,2,2,61,6,10.166667
14502,1,1,1,38,4,9.500000
14503,0,0,0,55,4,13.750000
14504,0,0,0,11,1,11.000000
14505,0,0,0,3,1,3.000000
14506,0,0,0,21,2,10.500000
14507,0,0,0,6,4,1.500000
14508,0,0,0,26,3,8.666667
14509,2,2,2,32,4,8.000000
14510,0,0,0,7,2,3.500000
14511,0,0,0,13,3,4.333333
14512,2,2,2,79,7,11.285714
14513,0,0,0,3,1,3.000000
14514,0,0,0,5,1,5.000000
14515,0,0,0,1,1,1.000000
14516,0,0,0,17,1,17.000000
14517,2,1,0,18,1,18.000000
14518,0,0,0,37,4,9.250000
14519,0,0,0,24,1,24.000000
14520,0,0,0,9,1,9.000000
14521,0,0,0,29,5,5.800000
14522,1,1,0,28,3,9.333333
14523,0,0,0,2,1,2.000000
14524,0,0,0,4,1,4.000000
14525,0,0,0,9,2,4.500000
14526,0,1,1,21,1,21.000000
14527,0,0,0,19,1,19.000000
14528,0,0,0,5,1,5.000000
14529,0,0,0,43,4,10.750000
14530,0,0,0,13,2,6.500000
14531,0,0,0,13,1,13.000000
14532,0,0,0,21,2,10.500000
14533,0,0,0,4,1,4.000000
14534,1,1,1,31,1,31.000000
14535,2,2,2,100,10,10.000000
14536,2,2,2,22,3,7.333333
14537,0,0,0,9,2,4.500000
14538,0,1,1,21,3,7.000000
14539,0,0,0,57,4,14.250000
14540,0,0,0,15,1,15.000000
14541,0,0,0,32,2,16.000000
14542,0,0,0,50,3,16.666667
14543,0,0,0,8,1,8.000000
14544,0,0,0,29,2,14.500000
14545,0,1,1,61,5,12.200000
14546,2,2,2,70,7,10.000000
14547,0,0,0,10,2,5.000000
14548,1,1,1,61,5,12.200000
14549,0,0,0,5,1,5.000000
14550,0,0,0,4,2,2.000000
14551,0,0,0,6,1,6.000000
14552,0,0,0,5,1,5.000000
14553,0,0,0,29,3,9.666667
14554,0,0,0,4,1,4.000000
14555,0,0,0,6,4,1.500000
14556,0,0,0,6,1,6.000000
14557,1,0,0,64,6,10.666667
14558,0,0,0,37,2,18.500000
14559,0,0,0,31,4,7.750000
14560,0,0,0,2,1,2.000000
14561,2,3,3,45,4,11.250000
14562,0,0,0,38,4,9.500000
14563,0,0,0,4,1,4.000000
14564,2,2,3,64,5,12.800000
14565,0,0,0,53,4,13.250000
14566,0,1,1,31,5,6.200000
14567,0,0,0,3,1,3.000000
14568,3,2,2,45,6,7.500000
14569,0,0,0,5,1,5.000000
14570,0,0,0,4,1,4.000000
14571,0,0,0,3,1,3.000000
14572,1,0,0,18,3,6.000000
14573,0,0,0,13,1,13.000000
14574,0,0,0,21,2,10.500000
14575,0,0,0,78,6,13.000000
14576,0,0,0,8,2,4.000000
14577,0,0,0,18,2,9.000000
14578,0,0,0,47,4,11.750000
14579,0,0,0,67,5,13.400000
14580,0,0,0,5,1,5.000000
14581,3,3,3,96,8,12.000000
14582,0,0,0,54,3,18.000000
14583,0,0,0,3,1,3.000000
14584,0,0,0,4,1,4.000000
14585,0,0,0,3,1,3.000000
14586,0,0,0,33,4,8.250000
14587,0,0,0,15,4,3.750000
14588,1,2,3,42,1,42.000000
14589,0,0,0,42,4,10.500000
14590,0,0,0,37,2,18.500000
14591,0,0,0,21,2,10.500000
14592,0,0,0,4,1,4.000000
14593,1,1,1,19,3,6.333333
14594,0,0,0,2,1,2.000000
14595,0,0,0,35,3,11.666667
14596,0,0,0,6,2,3.000000
14597,0,0,0,39,3,13.000000
14598,1,1,1,19,4,4.750000
14599,0,0,0,15,2,7.500000
14600,0,0,0,39,4,9.750000
14601,0,0,0,1,1,1.000000
14602,0,0,0,1,1,1.000000
14603,0,0,0,6,1,6.000000
14604,0,0,0,15,2,7.500000
14605,0,0,0,8,1,8.000000
14606,0,0,0,66,4,16.500000
14607,0,0,0,21,2,10.500000
14608,0,0,0,8,2,4.000000
14609,0,0,0,15,4,3.750000
14610,3,3,3,68,7,9.714286
14611,0,0,0,39,4,9.750000
14612,0,0,0,41,3,13.666667
14613,0,0,1,29,4,7.250000
14614,0,0,0,37,3,12.333333
14615,1,2,1,62,3,20.666667
14616,0,0,0,3,1,3.000000
14617,0,1,1,44,4,11.000000
14618,0,0,0,81,4,20.250000
14619,0,0,0,2,1,2.000000
14620,0,0,0,9,1,9.000000
14621,0,0,0,14,1,14.000000
14622,0,0,0,3,1,3.000000
14623,0,0,0,29,3,9.666667
14624,0,0,0,5,2,2.500000
14625,0,0,0,20,2,10.000000
14626,0,0,0,42,4,10.500000
14627,1,0,0,46,5,9.200000
14628,0,0,0,34,5,6.800000
14629,0,0,0,5,1,5.000000
14630,0,0,0,12,2,6.000000
14631,0,0,0,7,1,7.000000
14632,0,0,0,21,2,10.500000
14633,2,3,3,88,5,17.600000
14634,0,0,0,60,4,15.000000
14635,0,0,0,21,2,10.500000
14636,0,0,0,3,1,3.000000
14637,2,1,1,54,4,13.500000
14638,0,0,0,25,4,6.250000
14639,0,0,0,22,1,22.000000
14640,0,0,0,21,4,5.250000
14641,0,0,0,3,1,3.000000
14642,0,0,0,10,2,5.000000
14643,0,0,0,1,1,1.000000
14644,0,0,0,19,2,9.500000
14645,0,0,0,32,1,32.000000
14646,0,0,0,24,4,6.000000
14647,0,0,0,42,5,8.400000
14648,0,0,0,5,1,5.000000
14649,0,0,0,48,4,12.000000
14650,0,0,0,33,3,11.000000
14651,0,0,0,21,2,10.500000
14652,0,0,0,10,2,5.000000
14653,0,0,0,9,2,4.500000
14654,0,0,0,3,1,3.000000
14655,0,0,0,22,4,5.500000
14656,2,1,1,37,3,12.333333
14657,0,0,0,48,3,16.000000
14658,0,0,0,21,3,7.000000
14659,1,1,1,22,3,7.333333
14660,0,0,0,1,1,1.000000
14661,0,0,0,3,1,3.000000
14662,0,0,0,23,2,11.500000
14663,2,2,2,48,4,12.000000
14664,1,1,1,10,1,10.000000
14665,0,1,0,28,3,9.333333
14666,0,0,0,30,4,7.500000
14667,0,0,0,16,1,16.000000
14668,0,0,0,18,2,9.000000
14669,0,0,0,38,5,7.600000
14670,0,0,0,4,1,4.000000
14671,0,0,0,3,1,3.000000
14672,1,1,1,57,4,14.250000
14673,2,2,2,50,5,10.000000
14674,0,0,0,36,2,18.000000
14675,0,0,0,40,3,13.333333
14676,0,0,0,36,1,36.000000
14677,0,0,0,11,2,5.500000
14678,0,0,0,1,1,1.000000
14679,0,0,0,49,4,12.250000
14680,3,3,3,67,6,11.166667
14681,0,0,0,14,3,4.666667
14682,0,0,0,22,2,11.000000
14683,0,0,0,1,1,1.000000
14684,0,0,0,6,1,6.000000
14685,0,1,1,14,3,4.666667
14686,1,0,0,43,3,14.333333
14687,0,0,0,12,2,6.000000
14688,0,0,0,7,2,3.500000
14689,0,0,0,38,4,9.500000
14690,0,0,0,18,1,18.000000
14691,0,0,0,23,3,7.666667
14692,1,1,1,42,4,10.500000
14693,0,0,0,52,4,13.000000
14694,0,0,0,25,2,12.500000
14695,0,0,0,11,2,5.500000
14696,0,0,0,27,4,6.750000
14697,0,0,0,15,4,3.750000
14698,0,0,0,6,1,6.000000
14699,0,0,0,4,1,4.000000
14700,0,0,0,2,1,2.000000
14701,2,0,0,57,4,14.250000
14702,0,0,0,36,4,9.000000
14703,0,0,0,30,3,10.000000
14704,0,1,1,21,1,21.000000
14705,0,0,0,6,1,6.000000
14706,0,0,0,5,1,5.000000
14707,0,0,0,24,3,8.000000
14708,0,0,0,21,2,10.500000
14709,0,0,0,11,2,5.500000
14710,3,3,3,38,2,19.000000
14711,0,0,0,10,1,10.000000
14712,0,0,0,46,2,23.000000
14713,0,0,0,20,3,6.666667
14714,0,0,0,6,4,1.500000
14715,0,0,0,10,1,10.000000
14716,0,0,0,7,2,3.500000
14717,0,0,0,31,2,15.500000
14718,1,0,0,50,5,10.000000
14719,0,0,0,27,4,6.750000
14720,0,0,0,20,3,6.666667
14721,0,0,0,13,4,3.250000
14722,0,0,0,25,3,8.333333
14723,0,0,0,16,3,5.333333
14724,0,0,0,4,1,4.000000
14725,0,0,0,18,2,9.000000
14726,0,0,0,27,2,13.500000
14727,1,1,1,13,1,13.000000
14728,0,0,0,31,3,10.333333
14729,0,0,0,3,1,3.000000
14730,0,0,0,1,1,1.000000
14731,0,0,0,4,1,4.000000
14732,0,0,0,14,2,7.000000
