Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
5058,0,1,1,87,4,21.750000
5059,1,1,0,39,2,19.500000
5060,0,0,1,24,2,12.000000
5061,0,1,0,48,4,12.000000
5062,0,0,0,36,3,12.000000
5063,0,1,1,48,3,16.000000
5064,2,2,2,83,7,11.857143
5065,0,1,2,66,6,11.000000
5066,1,1,1,38,3,12.666667
5067,0,0,0,39,4,9.750000
5068,1,1,1,52,4,13.000000
5069,2,2,2,63,4,15.750000
5070,0,1,1,60,5,12.000000
5071,0,1,1,23,2,11.500000
5072,2,2,1,57,3,19.000000
5073,1,0,1,37,2,18.500000
5074,1,1,1,39,2,19.500000
5075,0,1,1,39,2,19.500000
5076,0,1,1,65,3,21.666667
5077,0,0,0,35,3,11.666667
5078,1,2,1,56,5,11.200000
5079,1,2,2,51,3,17.000000
5080,2,2,1,61,4,15.250000
5081,1,1,1,42,3,14.000000
5082,1,2,1,67,5,13.400000
5083,1,1,2,63,4,15.750000
5084,1,1,1,45,5,9.000000
5085,0,1,1,39,4,9.750000
5086,1,1,1,44,3,14.666667
5087,2,1,2,61,6,10.166667
5088,0,0,0,40,3,13.333333
5089,1,1,1,38,3,12.666667
5090,0,1,2,39,3,13.000000
5091,1,1,1,62,5,12.400000
5092,0,0,0,21,2,10.500000
5093,1,2,1,51,4,12.750000
5094,0,1,1,46,3,15.333333
5095,2,1,1,74,5,14.800000
5096,1,1,1,34,3,11.333333
5097,2,1,1,47,4,11.750000
5098,0,1,0,46,4,11.500000
5099,0,0,0,53,5,10.600000
5100,1,0,0,44,3,14.666667
5101,0,1,1,62,3,20.666667
5102,2,2,2,57,6,9.500000
5103,2,2,1,42,3,14.000000
5104,2,2,2,60,4,15.000000
5105,0,1,0,51,4,12.750000
5106,0,0,0,52,2,26.000000
5107,0,1,2,81,3,27.000000
5108,1,1,1,35,3,11.666667
5109,1,2,2,49,3,16.333333
5110,1,2,2,87,9,9.666667
5111,0,1,1,63,3,21.000000
5112,2,1,2,62,4,15.500000
5113,0,2,2,70,4,17.500000
5114,1,2,2,94,6,15.666667
5115,1,1,2,51,4,12.750000
5116,1,1,1,53,4,13.250000
5117,2,2,2,50,4,12.500000
5118,0,0,0,27,2,13.500000
5119,0,1,1,34,2,17.000000
5120,2,1,1,68,4,17.000000
5121,0,0,0,59,3,19.666667
5122,0,1,1,50,4,12.500000
5123,0,0,0,23,3,7.666667
5124,1,1,2,79,5,15.800000
5125,2,1,1,42,3,14.000000
5126,1,1,1,52,3,17.333333
5127,0,0,1,49,7,7.000000
5128,0,1,1,40,3,13.333333
5129,0,1,0,42,3,14.000000
5130,2,1,2,49,5,9.800000
5131,2,2,2,61,6,10.166667
5132,0,1,1,46,4,11.500000
5133,2,2,2,110,4,27.500000
5134,2,0,0,54,5,10.800000
5135,2,1,1,77,7,11.000000
5136,0,0,0,29,3,9.666667
5137,1,0,1,54,6,9.000000
5138,0,0,0,40,3,13.333333
5139,0,0,1,40,3,13.333333
5140,0,2,0,55,4,13.750000
5141,2,2,1,47,4,11.750000
5142,1,1,1,43,3,14.333333
5143,1,1,1,64,3,21.333333
5144,0,0,0,18,3,6.000000
5145,0,0,0,29,2,14.500000
5146,1,1,1,54,5,10.800000
5147,0,1,1,45,4,11.250000
5148,0,1,1,61,4,15.250000
5149,1,0,0,23,2,11.500000
5150,0,0,0,42,3,14.000000
5151,2,2,2,69,6,11.500000
5152,2,2,2,73,4,18.250000
5153,2,0,0,43,3,14.333333
5154,1,1,1,40,3,13.333333
5155,0,0,0,41,4,10.250000
5156,0,1,1,44,4,11.000000
5157,1,0,0,56,4,14.000000
5158,2,1,1,59,3,19.666667
5159,1,2,2,83,6,13.833333
5160,2,1,1,66,4,16.500000
5161,0,2,1,46,5,9.200000
5162,0,0,0,40,3,13.333333
5163,0,2,2,67,6,11.166667
5164,2,1,1,43,3,14.333333
5165,1,0,0,27,3,9.000000
5166,0,1,1,56,4,14.000000
5167,0,1,1,54,4,13.500000
5168,2,2,2,82,5,16.400000
5169,1,1,2,69,7,9.857143
5170,1,1,1,60,5,12.000000
5171,2,2,1,70,4,17.500000
5172,2,1,1,67,5,13.400000
5173,2,1,1,43,4,10.750000
5174,0,1,1,35,3,11.666667
5175,2,2,2,83,6,13.833333
5176,0,1,1,40,3,13.333333
5177,0,0,0,24,2,12.000000
5178,0,1,1,42,3,14.000000
5179,1,1,1,57,4,14.250000
5180,0,1,1,72,4,18.000000
5181,0,1,1,42,4,10.500000
5182,0,1,1,55,2,27.500000
5183,1,1,1,48,3,16.000000
5184,0,0,0,19,2,9.500000
5185,0,1,1,53,3,17.666667
5186,1,1,1,59,4,14.750000
5187,2,1,1,77,5,15.400000
5188,0,0,0,36,3,12.000000
5189,1,1,1,39,3,13.000000
5190,2,2,2,71,3,23.666667
5191,1,1,1,63,6,10.500000
5192,0,1,0,56,3,18.666667
5193,0,1,1,39,3,13.000000
5194,0,1,1,46,4,11.500000
5195,2,1,2,63,8,7.875000
5196,1,1,1,70,4,17.500000
5197,1,0,1,64,4,16.000000
5198,1,1,1,69,5,13.800000
5199,2,1,2,56,4,14.000000
5200,1,2,1,87,5,17.400000
5201,0,1,1,66,6,11.000000
5202,1,1,1,33,4,8.250000
5203,0,1,1,52,4,13.000000
5204,2,2,2,82,5,16.400000
5205,1,1,1,49,4,12.250000
5206,1,1,1,73,5,14.600000
5207,2,2,2,71,5,14.200000
5208,2,1,1,35,3,11.666667
5209,1,1,1,48,4,12.000000
5210,1,1,1,50,4,12.500000
5211,2,2,2,58,4,14.500000
5212,2,1,1,74,6,12.333333
5213,0,1,0,50,5,10.000000
5214,2,1,1,53,4,13.250000
5215,0,0,0,49,4,12.250000
5216,1,2,2,46,4,11.500000
5217,1,2,1,59,4,14.750000
5218,2,1,1,30,3,10.000000
5219,0,1,1,30,3,10.000000
5220,1,1,1,57,3,19.000000
5221,1,2,2,47,4,11.750000
5222,1,2,1,55,3,18.333333
5223,1,2,2,62,4,15.500000
5224,0,2,2,76,5,15.200000
5225,2,0,0,36,3,12.000000
5226,0,0,0,66,5,13.200000
5227,2,2,2,64,5,12.800000
5228,2,2,2,41,3,13.666667
5229,1,1,1,46,5,9.200000
5230,2,1,1,64,4,16.000000
5231,2,1,1,27,3,9.000000
5232,2,1,1,62,4,15.500000
5233,2,1,2,51,3,17.000000
5234,2,1,2,42,5,8.400000
5235,2,1,1,60,4,15.000000
5236,0,0,0,31,2,15.500000
5237,1,1,1,77,5,15.400000
5238,1,1,1,50,5,10.000000
5239,1,0,0,73,5,14.600000
5240,0,0,0,47,4,11.750000
5241,2,1,1,70,4,17.500000
5242,2,2,1,74,5,14.800000
5244,1,1,1,58,3,19.333333
5245,1,1,1,68,6,11.333333
5246,2,2,1,54,4,13.500000
5247,1,0,0,25,2,12.500000
5249,2,1,2,45,4,11.250000
5250,1,1,1,46,4,11.500000
5251,0,0,1,54,2,27.000000
5252,0,1,1,62,6,10.333333
5253,2,0,0,59,5,11.800000
5254,0,0,0,27,2,13.500000
5255,0,0,0,47,3,15.666667
5256,1,0,0,43,4,10.750000
5257,2,1,0,72,4,18.000000
5258,0,0,0,51,3,17.000000
5259,1,0,0,23,2,11.500000
5260,2,1,2,82,5,16.400000
5261,2,2,1,64,5,12.800000
5262,1,1,1,39,3,13.000000
5263,0,1,0,43,3,14.333333
5264,1,1,1,73,8,9.125000
5265,2,2,1,60,4,15.000000
5266,2,2,1,89,5,17.800000
5267,2,2,2,43,3,14.333333
5268,0,1,1,54,5,10.800000
5269,1,1,2,47,2,23.500000
5270,0,1,1,53,5,10.600000
5271,1,0,0,33,2,16.500000
5272,0,1,2,56,3,18.666667
5273,2,1,2,61,7,8.714286
5274,1,1,1,42,4,10.500000
5275,2,1,2,63,5,12.600000
5276,2,1,1,32,3,10.666667
5277,0,1,1,58,4,14.500000
5278,1,0,0,51,4,12.750000
5279,0,1,1,38,4,9.500000
5280,1,1,1,49,6,8.166667
5281,0,0,0,27,3,9.000000
5282,1,2,2,60,3,20.000000
5283,1,2,2,52,5,10.400000
5284,0,0,0,47,5,9.400000
5285,2,1,1,60,5,12.000000
5286,2,2,1,83,4,20.750000
5287,1,0,1,24,3,8.000000
5288,0,1,1,32,4,8.000000
5289,2,2,2,60,5,12.000000
5290,2,2,1,52,4,13.000000
5291,0,0,0,56,5,11.200000
5292,0,0,0,64,4,16.000000
5293,2,2,2,68,6,11.333333
5294,0,1,0,48,3,16.000000
5295,2,2,1,74,5,14.800000
5296,1,2,1,46,3,15.333333
5297,0,1,1,68,7,9.714286
5298,1,1,1,40,5,8.000000
5299,0,0,0,37,3,12.333333
5300,1,1,1,49,4,12.250000
5301,1,1,0,51,5,10.200000
5302,0,2,1,63,4,15.750000
5303,1,1,0,46,3,15.333333
5304,0,1,1,46,3,15.333333
5305,2,2,1,50,4,12.500000
5306,2,1,1,46,4,11.500000
5307,0,2,2,61,4,15.250000
5308,2,1,1,56,4,14.000000
5309,0,1,1,48,4,12.000000
5310,2,2,1,81,6,13.500000
5311,2,2,2,103,6,17.166667
5312,1,1,1,46,4,11.500000
5313,2,1,1,44,3,14.666667
5315,1,1,1,49,2,24.500000
5316,0,1,0,53,4,13.250000
5317,1,1,1,45,3,15.000000
5318,1,1,1,70,3,23.333333
5319,0,1,1,54,4,13.500000
5320,1,0,1,55,4,13.750000
5321,0,0,0,71,3,23.666667
5322,1,1,1,41,3,13.666667
5323,0,1,1,54,5,10.800000
5324,1,1,1,64,5,12.800000
5325,0,1,1,54,4,13.500000
5326,2,1,1,60,5,12.000000
5327,1,1,1,48,7,6.857143
5328,2,2,1,55,4,13.750000
5329,0,2,1,67,4,16.750000
5330,2,2,2,65,5,13.000000
5331,1,1,1,67,3,22.333333
5332,0,1,1,34,3,11.333333
5333,2,1,1,40,2,20.000000
5334,1,1,1,55,4,13.750000
5335,1,2,2,72,8,9.000000
5336,1,1,1,41,3,13.666667
5337,2,2,2,62,4,15.500000
5338,0,0,0,47,3,15.666667
5339,2,1,1,81,6,13.500000
5340,1,1,2,82,3,27.333333
5341,2,2,2,79,7,11.285714
5342,1,1,1,46,3,15.333333
5343,1,1,2,84,5,16.800000
5344,1,1,1,38,3,12.666667
5345,1,1,1,51,3,17.000000
5346,2,1,1,59,6,9.833333
5347,1,1,1,66,4,16.500000
5348,0,1,2,59,6,9.833333
5349,1,1,1,61,6,10.166667
5350,2,1,1,26,3,8.666667
5351,1,2,1,57,5,11.400000
5352,2,2,2,63,4,15.750000
5353,0,0,0,60,4,15.000000
5354,1,1,1,36,4,9.000000
5355,1,1,1,64,5,12.800000
5356,0,1,1,73,3,24.333333
5357,1,0,0,27,3,9.000000
5358,2,2,2,52,3,17.333333
5359,2,2,1,59,5,11.800000
5360,1,1,1,68,5,13.600000
5361,0,0,1,21,3,7.000000
5362,0,0,0,45,3,15.000000
5363,2,1,1,41,4,10.250000
5364,1,1,1,46,3,15.333333
5365,2,1,1,46,4,11.500000
5366,1,2,2,75,6,12.500000
5367,0,0,1,62,4,15.500000
5368,2,1,1,39,3,13.000000
5369,2,1,1,42,3,14.000000
5370,0,1,1,46,3,15.333333
5372,1,1,1,47,3,15.666667
5373,1,1,1,30,3,10.000000
5374,2,1,1,67,4,16.750000
5375,1,2,2,90,9,10.000000
5376,0,1,0,55,5,11.000000
5377,2,1,1,30,3,10.000000
5378,0,1,0,53,5,10.600000
5379,1,1,1,35,3,11.666667
5380,0,0,1,57,4,14.250000
5381,1,1,1,68,5,13.600000
5382,2,2,2,45,4,11.250000
5383,2,1,1,54,5,10.800000
5384,1,1,1,53,5,10.600000
5385,1,2,1,62,5,12.400000
5386,1,1,1,49,4,12.250000
5387,0,0,0,55,5,11.000000
5388,0,1,1,57,6,9.500000
5389,1,1,1,54,5,10.800000
5390,0,0,0,49,4,12.250000
5391,1,2,2,62,3,20.666667
5392,1,1,1,48,4,12.000000
5393,2,1,1,52,4,13.000000
5394,1,0,0,45,5,9.000000
5395,2,1,1,53,3,17.666667
5396,2,1,1,61,4,15.250000
5397,0,1,1,58,3,19.333333
5398,0,0,0,27,3,9.000000
5400,0,1,1,55,4,13.750000
5401,2,1,1,37,4,9.250000
5402,0,1,1,52,4,13.000000
5403,1,1,1,52,4,13.000000
5404,1,1,1,42,4,10.500000
5405,2,1,2,56,4,14.000000
5406,1,2,1,74,5,14.800000
5407,0,0,0,43,3,14.333333
5408,2,1,1,37,3,12.333333
5409,2,1,1,55,3,18.333333
5410,1,2,2,78,6,13.000000
5411,1,1,1,35,4,8.750000
5412,0,0,0,40,3,13.333333
5413,0,0,1,27,3,9.000000
5414,0,1,1,65,6,10.833333
5415,1,1,1,63,4,15.750000
5416,0,1,1,46,3,15.333333
5417,2,1,1,40,4,10.000000
5418,1,0,1,44,2,22.000000
5419,2,2,2,75,4,18.750000
5420,0,0,0,28,3,9.333333
5421,0,0,0,30,2,15.000000
5422,0,0,1,59,3,19.666667
5423,1,2,2,96,7,13.714286
5424,0,0,0,53,5,10.600000
5425,1,1,1,60,4,15.000000
5426,2,1,1,61,4,15.250000
5427,2,2,1,65,6,10.833333
5429,2,2,2,64,5,12.800000
5430,2,2,2,67,5,13.400000
5431,2,1,1,95,4,23.750000
5432,1,2,2,61,4,15.250000
5433,2,2,2,50,2,25.000000
5434,2,1,1,48,4,12.000000
5435,0,1,1,40,3,13.333333
5436,1,1,1,66,7,9.428571
5437,0,0,1,37,3,12.333333
5438,1,1,0,41,3,13.666667
5439,2,1,1,55,4,13.750000
5440,0,2,1,70,4,17.500000
5441,0,0,0,29,3,9.666667
5442,1,0,1,26,2,13.000000
5443,1,2,1,58,4,14.500000
5444,0,0,0,58,3,19.333333
5445,1,0,0,48,4,12.000000
5446,2,1,2,55,4,13.750000
5447,1,1,1,59,4,14.750000
5448,2,2,2,79,6,13.166667
5449,1,1,1,69,6,11.500000
5450,2,1,2,59,3,19.666667
5451,2,2,1,35,2,17.500000
5452,0,0,0,29,4,7.250000
5453,2,1,1,34,3,11.333333
5454,0,0,0,44,3,14.666667
5455,2,1,1,40,3,13.333333
5456,1,1,2,52,5,10.400000
5457,0,0,0,25,2,12.500000
5458,2,2,2,68,5,13.600000
5459,1,2,2,64,4,16.000000
5460,2,1,1,60,3,20.000000
5461,0,0,0,28,2,14.000000
5462,2,1,1,50,4,12.500000
5463,0,1,1,43,3,14.333333
5464,0,1,1,35,2,17.500000
5465,0,0,0,13,1,13.000000
5466,2,0,1,39,3,13.000000
5467,1,1,1,54,7,7.714286
5468,1,1,1,63,4,15.750000
5469,0,0,0,8,2,4.000000
5470,2,1,1,61,4,15.250000
5471,1,1,1,41,4,10.250000
5472,2,2,2,74,4,18.500000
5473,1,1,1,47,3,15.666667
5474,2,1,1,39,3,13.000000
5475,2,1,1,38,4,9.500000
5476,2,2,1,59,4,14.750000
5477,2,1,1,51,3,17.000000
5478,0,1,1,14,1,14.000000
5479,1,0,1,32,2,16.000000
5480,1,1,1,128,7,18.285714
5481,2,1,1,58,5,11.600000
5482,0,1,1,66,5,13.200000
5483,2,1,1,40,3,13.333333
5484,2,2,2,55,4,13.750000
5485,1,1,1,31,3,10.333333
5486,0,1,0,51,4,12.750000
5487,1,1,2,48,5,9.600000
5488,2,1,1,51,6,8.500000
5489,0,0,1,61,5,12.200000
5490,2,2,2,67,6,11.166667
5491,1,0,1,41,3,13.666667
5492,2,1,1,40,4,10.000000
5493,1,2,2,52,4,13.000000
5494,0,0,0,46,4,11.500000
5495,1,1,1,53,5,10.600000
5496,0,1,0,57,3,19.000000
5497,2,1,1,43,3,14.333333
5498,2,1,1,34,3,11.333333
5499,0,1,1,53,4,13.250000
5500,2,2,2,83,4,20.750000
5501,0,0,0,55,3,18.333333
5502,0,1,0,60,5,12.000000
5503,2,1,0,67,3,22.333333
5504,1,1,1,44,3,14.666667
5505,0,0,0,32,3,10.666667
5506,2,1,1,41,3,13.666667
5507,2,1,2,43,3,14.333333
5508,2,1,2,58,4,14.500000
5509,2,1,2,51,4,12.750000
5511,0,0,0,47,5,9.400000
5512,2,1,1,43,3,14.333333
5513,2,2,2,88,3,29.333333
5514,2,1,1,39,3,13.000000
5515,2,1,1,32,3,10.666667
5516,2,1,1,62,6,10.333333
5518,2,2,1,49,3,16.333333
5519,0,1,0,52,4,13.000000
5520,1,0,0,51,4,12.750000
5521,0,1,0,50,4,12.500000
5522,1,1,1,51,4,12.750000
5523,1,1,1,49,4,12.250000
5524,0,1,1,39,2,19.500000
5526,2,1,1,24,3,8.000000
5527,0,0,0,8,2,4.000000
5528,1,1,1,66,4,16.500000
5529,2,1,1,34,2,17.000000
5530,0,0,0,34,4,8.500000
5531,1,0,1,55,5,11.000000
5532,1,0,0,22,2,11.000000
5533,1,1,0,27,3,9.000000
5534,1,1,1,55,2,27.500000
5535,2,2,2,61,4,15.250000
5536,1,1,1,47,2,23.500000
5537,0,1,1,47,4,11.750000
5538,0,0,0,41,2,20.500000
5539,0,1,1,42,3,14.000000
5540,2,1,2,66,7,9.428571
5541,1,1,1,70,4,17.500000
5542,1,1,1,56,5,11.200000
5543,1,0,0,45,3,15.000000
5544,1,1,1,40,3,13.333333
5545,1,1,1,54,5,10.800000
5546,0,0,0,46,4,11.500000
5547,0,0,0,30,3,10.000000
5548,0,0,0,49,4,12.250000
5549,1,1,1,67,5,13.400000
5550,0,1,1,45,2,22.500000
5551,2,2,2,74,3,24.666667
5552,1,2,2,73,6,12.166667
5553,0,1,1,54,4,13.500000
5554,1,2,0,72,6,12.000000
5555,2,1,1,52,5,10.400000
5556,0,0,0,21,2,10.500000
5557,0,1,0,55,3,18.333333
5558,2,1,1,60,2,30.000000
5559,2,1,1,38,3,12.666667
5560,2,1,1,74,6,12.333333
5561,2,1,2,39,4,9.750000
5562,0,1,1,41,3,13.666667
5563,0,1,0,31,3,10.333333
5564,1,1,2,72,4,18.000000
5565,1,2,2,99,7,14.142857
5566,2,1,1,51,3,17.000000
5567,2,2,2,53,4,13.250000
5568,2,1,1,52,6,8.666667
5569,0,2,1,53,5,10.600000
5571,0,0,0,25,3,8.333333
5572,2,1,1,52,4,13.000000
5573,0,0,0,38,3,12.666667
5574,2,2,1,87,6,14.500000
5575,2,1,1,29,3,9.666667
5576,0,1,1,47,3,15.666667
5577,2,1,1,58,6,9.666667
5578,0,0,1,25,2,12.500000
5579,2,2,2,76,5,15.200000
5580,0,0,0,34,2,17.000000
5581,1,1,1,31,3,10.333333
5582,0,1,1,52,4,13.000000
5583,1,2,2,66,6,11.000000
5585,1,1,0,55,5,11.000000
5586,1,1,1,37,4,9.250000
5587,2,2,1,49,4,12.250000
5588,0,1,1,68,6,11.333333
5589,0,0,0,35,4,8.750000
5590,1,1,1,58,4,14.500000
5591,1,1,1,55,4,13.750000
5592,2,1,1,62,5,12.400000
5593,0,0,1,53,4,13.250000
5594,0,0,0,49,3,16.333333
5595,1,2,1,44,4,11.000000
5596,2,1,2,53,3,17.666667
5597,2,1,2,55,4,13.750000
5598,1,1,1,50,4,12.500000
5599,1,1,2,63,3,21.000000
5600,1,1,1,60,6,10.000000
5601,1,2,1,59,4,14.750000
5602,0,0,0,29,3,9.666667
5603,2,1,2,37,3,12.333333
5604,1,1,1,49,3,16.333333
5605,1,1,1,29,3,9.666667
5606,2,2,2,60,4,15.000000
5607,1,0,1,51,1,51.000000
5608,2,0,1,49,4,12.250000
5609,1,1,1,46,4,11.500000
5610,1,1,2,75,5,15.000000
5611,0,0,0,34,3,11.333333
5612,1,1,1,62,5,12.400000
5613,2,2,2,62,4,15.500000
5614,1,1,1,40,3,13.333333
5616,1,1,1,48,5,9.600000
5617,0,0,0,43,3,14.333333
5618,2,2,1,66,5,13.200000
5619,0,1,1,57,4,14.250000
5620,0,1,0,37,3,12.333333
5621,0,0,1,50,5,10.000000
5622,1,1,1,43,3,14.333333
5623,0,2,1,69,4,17.250000
5624,0,1,1,47,3,15.666667
5625,1,1,1,54,4,13.500000
5626,1,1,1,59,4,14.750000
5627,2,2,2,73,6,12.166667
5628,2,1,1,31,3,10.333333
5629,1,1,2,57,4,14.250000
5630,2,2,1,44,5,8.800000
5631,2,1,1,68,5,13.600000
5632,0,1,1,57,5,11.400000
5633,1,2,2,66,7,9.428571
5634,2,1,1,44,4,11.000000
5635,2,1,1,71,5,14.200000
5636,1,0,1,49,4,12.250000
5637,1,1,1,46,3,15.333333
5638,2,2,1,59,4,14.750000
5639,2,2,2,75,5,15.000000
5640,1,1,1,48,4,12.000000
5641,2,1,1,43,4,10.750000
5642,2,0,0,35,2,17.500000
5643,1,2,1,76,7,10.857143
5644,0,0,0,70,4,17.500000
5645,2,2,2,55,4,13.750000
5646,0,0,0,30,3,10.000000
5647,1,0,0,43,3,14.333333
5648,0,1,1,50,3,16.666667
5649,0,0,0,32,3,10.666667
5650,0,1,1,47,4,11.750000
5651,0,0,0,28,2,14.000000
5652,2,1,1,36,3,12.000000
5653,0,1,0,31,3,10.333333
5654,1,1,1,67,7,9.571429
5656,2,2,2,65,3,21.666667
5657,0,0,0,31,4,7.750000
5658,0,0,0,25,2,12.500000
5659,1,2,1,44,5,8.800000
5660,2,2,2,94,8,11.750000
5661,2,2,2,71,6,11.833333
5662,0,0,1,31,2,15.500000
5663,1,1,0,21,3,7.000000
5664,1,2,2,73,7,10.428571
5665,0,0,0,37,3,12.333333
5666,1,0,1,54,5,10.800000
5667,1,1,1,28,3,9.333333
5668,2,1,2,59,3,19.666667
5669,0,0,0,40,3,13.333333
5670,2,2,2,71,4,17.750000
5671,2,1,1,58,3,19.333333
5672,1,1,1,40,2,20.000000
5673,2,1,2,62,4,15.500000
5674,2,2,2,45,3,15.000000
5675,1,0,0,52,4,13.000000
5676,0,1,1,71,5,14.200000
5677,1,1,1,45,4,11.250000
5678,0,0,1,39,4,9.750000
5679,0,0,0,33,2,16.500000
5680,2,1,1,41,3,13.666667
5681,1,0,0,48,3,16.000000
5682,0,0,0,31,4,7.750000
5683,0,0,0,28,3,9.333333
5684,2,2,1,50,4,12.500000
5685,0,0,0,55,2,27.500000
5686,2,2,2,67,7,9.571429
5687,1,1,1,24,4,6.000000
5688,1,2,2,70,5,14.000000
5689,2,1,1,71,6,11.833333
5690,2,1,1,59,6,9.833333
5691,2,2,1,79,5,15.800000
5692,2,1,1,36,4,9.000000
5693,0,0,1,62,3,20.666667
5694,2,2,1,54,5,10.800000
5695,1,0,1,50,4,12.500000
5696,1,1,1,59,6,9.833333
5697,2,1,1,57,4,14.250000
5698,0,1,1,43,3,14.333333
5699,2,1,1,71,4,17.750000
5700,2,2,2,52,3,17.333333
5701,1,1,1,49,4,12.250000
5702,1,1,1,50,4,12.500000
5703,1,0,0,39,3,13.000000
5704,1,1,1,56,4,14.000000
