Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
23081,2,2,2,19,3,6.333333
23082,0,0,0,9,1,9.000000
23083,2,2,2,103,6,17.166667
23084,0,0,0,14,2,7.000000
23085,0,0,0,44,4,11.000000
23086,1,1,1,14,2,7.000000
23087,0,0,0,46,3,15.333333
23088,0,0,0,9,2,4.500000
23089,1,2,2,69,5,13.800000
23090,0,0,0,17,2,8.500000
23091,1,1,2,41,4,10.250000
23092,0,1,0,6,1,6.000000
23093,0,1,2,87,4,21.750000
23094,1,1,1,30,2,15.000000
23095,0,1,1,46,3,15.333333
23096,1,2,1,55,4,13.750000
23097,1,1,1,52,4,13.000000
23098,0,1,1,14,1,14.000000
23099,0,0,1,21,2,10.500000
23100,1,1,1,38,3,12.666667
23101,2,1,2,57,5,11.400000
23102,1,1,1,63,5,12.600000
23103,0,0,0,72,4,18.000000
23104,1,1,1,21,2,10.500000
23105,2,2,2,82,5,16.400000
23106,0,0,1,178,9,19.777778
23107,2,2,2,16,2,8.000000
23108,0,1,1,76,5,15.200000
23109,0,1,0,27,3,9.000000
23110,1,1,1,26,3,8.666667
23111,1,1,2,49,4,12.250000
23112,2,2,2,82,6,13.666667
23113,0,1,1,38,3,12.666667
23114,2,2,1,89,6,14.833333
23115,2,2,2,92,9,10.222222
23116,2,2,2,45,4,11.250000
23117,2,2,2,85,3,28.333333
23118,2,1,1,72,4,18.000000
23119,2,2,2,157,8,19.625000
23120,2,2,2,50,4,12.500000
23121,0,1,1,69,4,17.250000
23122,2,2,2,25,3,8.333333
23123,2,1,2,33,3,11.000000
23124,0,1,1,46,5,9.200000
23125,0,0,0,30,2,15.000000
23126,0,0,0,20,2,10.000000
23127,0,0,0,17,1,17.000000
23128,0,1,1,41,4,10.250000
23129,1,1,1,35,4,8.750000
23130,1,1,1,6,2,3.000000
23131,2,2,2,97,6,16.166667
23132,0,1,1,63,5,12.600000
23133,1,1,0,61,4,15.250000
23134,1,1,1,90,5,18.000000
23135,1,1,1,89,5,17.800000
23136,2,1,1,76,5,15.200000
23137,1,0,0,20,1,20.000000
23138,0,1,1,17,2,8.500000
23139,0,1,1,45,4,11.250000
23140,0,1,0,23,1,23.000000
23141,0,1,0,36,4,9.000000
23142,0,1,1,25,2,12.500000
23143,0,0,0,49,3,16.333333
23144,0,0,0,29,2,14.500000
23145,1,1,0,33,3,11.000000
23146,1,2,2,80,6,13.333333
23147,1,0,0,10,2,5.000000
23148,0,1,1,32,2,16.000000
23149,2,1,2,126,11,11.454545
23150,0,0,0,44,3,14.666667
23151,2,2,1,79,5,15.800000
23152,0,0,0,21,2,10.500000
23153,2,1,1,25,1,25.000000
23154,0,0,0,33,3,11.000000
23155,2,2,2,164,9,18.222222
23156,0,0,0,57,4,14.250000
23157,2,2,2,129,7,18.428571
23158,1,1,1,23,3,7.666667
23159,1,1,1,39,3,13.000000
23160,1,0,2,34,3,11.333333
23161,1,1,1,10,2,5.000000
23162,0,0,0,50,5,10.000000
23163,1,1,1,31,3,10.333333
23164,0,1,1,48,5,9.600000
23165,1,1,1,27,3,9.000000
23166,2,1,1,54,4,13.500000
23167,0,1,1,61,3,20.333333
23168,0,1,2,39,2,19.500000
23169,0,1,1,46,4,11.500000
23170,2,2,2,90,5,18.000000
23171,0,1,1,130,8,16.250000
23172,2,2,2,98,3,32.666667
23173,2,2,2,50,3,16.666667
23174,0,1,1,30,2,15.000000
23175,0,0,1,67,4,16.750000
23176,0,1,1,36,4,9.000000
23177,1,1,1,38,3,12.666667
23178,1,1,2,46,3,15.333333
23179,1,1,2,39,5,7.800000
23180,1,0,0,49,5,9.800000
23181,2,1,2,92,6,15.333333
23182,0,0,1,27,2,13.500000
23183,1,1,1,30,2,15.000000
23184,1,1,1,46,4,11.500000
23185,2,2,2,130,8,16.250000
23186,0,0,0,12,2,6.000000
23187,2,2,2,40,4,10.000000
23188,1,1,2,84,6,14.000000
23189,0,1,1,40,3,13.333333
23190,0,0,0,16,3,5.333333
23191,0,1,0,50,5,10.000000
23192,0,1,1,13,1,13.000000
23193,1,1,1,40,3,13.333333
23194,1,1,1,18,3,6.000000
23195,1,1,1,20,3,6.666667
23196,2,2,2,92,6,15.333333
23197,1,2,2,170,10,17.000000
23198,1,1,1,12,1,12.000000
23199,0,1,1,86,5,17.200000
23200,0,0,0,5,2,2.500000
23201,0,0,0,42,4,10.500000
23202,2,2,2,142,9,15.777778
23203,2,2,2,55,3,18.333333
23204,0,0,0,12,2,6.000000
23205,0,0,0,5,1,5.000000
23206,2,2,2,65,5,13.000000
23207,0,1,1,61,3,20.333333
23208,2,2,1,32,3,10.666667
23209,1,0,1,51,3,17.000000
23210,2,2,2,31,4,7.750000
23211,0,1,0,53,5,10.600000
23212,0,0,0,20,1,20.000000
23213,0,1,1,52,4,13.000000
23214,1,1,1,32,4,8.000000
23215,0,0,0,55,3,18.333333
23216,1,1,1,14,2,7.000000
23217,0,2,2,134,11,12.181818
23218,0,1,0,43,2,21.500000
23219,0,1,0,21,2,10.500000
23220,2,2,2,119,6,19.833333
23221,0,0,0,28,2,14.000000
23222,0,0,0,5,1,5.000000
23223,2,2,2,109,6,18.166667
23224,0,0,0,31,3,10.333333
23225,2,2,2,125,6,20.833333
23226,0,1,0,47,5,9.400000
23227,1,2,2,71,5,14.200000
23228,2,1,2,23,2,11.500000
23229,0,0,0,46,3,15.333333
23230,0,0,0,37,5,7.400000
23231,0,0,0,11,2,5.500000
23232,2,2,2,75,5,15.000000
23233,2,2,2,158,8,19.750000
23234,0,1,1,39,3,13.000000
23235,1,2,2,77,5,15.400000
23236,0,2,2,62,4,15.500000
23237,2,2,2,50,4,12.500000
23238,2,2,2,44,4,11.000000
23239,0,1,1,50,4,12.500000
23240,2,2,2,117,7,16.714286
23241,0,0,0,42,3,14.000000
23242,0,0,0,42,2,21.000000
23243,2,2,2,45,4,11.250000
23244,1,1,1,49,4,12.250000
23245,2,2,2,114,7,16.285714
23246,0,0,0,14,3,4.666667
23247,0,0,0,2,1,2.000000
23248,1,1,1,33,3,11.000000
23249,0,1,1,32,2,16.000000
23250,1,2,2,83,5,16.600000
23251,0,2,2,82,5,16.400000
23252,1,2,2,60,5,12.000000
23253,2,2,2,143,9,15.888889
23254,0,2,1,66,6,11.000000
23255,1,2,2,62,4,15.500000
23256,2,2,2,101,6,16.833333
23257,0,0,0,10,2,5.000000
23258,2,2,2,77,5,15.400000
23259,1,2,1,55,5,11.000000
23260,1,1,1,36,3,12.000000
23261,1,2,2,64,7,9.142857
23262,2,2,2,77,4,19.250000
23263,0,1,1,102,6,17.000000
23264,0,0,0,51,1,51.000000
23265,1,2,2,43,5,8.600000
23266,1,2,2,31,2,15.500000
23267,1,2,2,152,10,15.200000
23268,0,0,0,21,2,10.500000
23269,0,0,0,18,2,9.000000
23270,1,1,1,42,4,10.500000
23271,0,1,2,27,4,6.750000
23272,1,2,1,76,6,12.666667
23273,1,1,1,32,3,10.666667
23274,0,1,1,33,3,11.000000
23275,1,1,1,10,2,5.000000
23276,1,1,1,9,2,4.500000
23277,1,1,1,47,4,11.750000
23278,2,2,2,108,5,21.600000
23279,2,2,2,115,6,19.166667
23280,1,1,2,68,5,13.600000
23281,1,1,1,28,3,9.333333
23282,0,1,1,24,3,8.000000
23283,1,0,1,35,3,11.666667
23284,0,0,0,25,2,12.500000
23285,2,2,2,94,6,15.666667
23286,0,0,0,24,2,12.000000
23287,0,2,1,71,5,14.200000
23288,2,2,2,101,6,16.833333
23289,2,1,2,40,3,13.333333
23290,1,1,1,26,2,13.000000
23291,0,0,0,6,1,6.000000
23292,0,1,2,89,5,17.800000
23293,1,1,1,18,3,6.000000
23294,2,2,2,143,8,17.875000
23295,0,0,0,51,4,12.750000
23296,1,1,2,92,5,18.400000
23297,1,1,2,130,7,18.571429
23298,0,1,1,16,3,5.333333
23299,1,1,1,50,3,16.666667
23300,1,1,1,16,1,16.000000
23301,0,0,0,15,2,7.500000
23302,0,2,1,38,3,12.666667
23303,2,2,2,127,9,14.111111
23304,1,1,1,54,4,13.500000
23305,2,2,2,112,6,18.666667
23306,0,1,1,27,4,6.750000
23307,0,0,0,33,3,11.000000
23308,1,1,1,31,3,10.333333
23309,2,2,2,48,4,12.000000
23310,1,1,1,69,4,17.250000
23311,0,2,2,54,4,13.500000
23312,0,0,0,39,3,13.000000
23313,1,1,1,21,1,21.000000
23314,0,0,1,38,3,12.666667
23315,0,1,0,39,4,9.750000
23316,0,2,2,88,6,14.666667
23317,1,1,1,72,4,18.000000
23318,0,0,0,15,2,7.500000
23319,0,1,1,55,5,11.000000
23320,2,1,2,67,5,13.400000
23321,2,2,2,41,4,10.250000
23322,0,0,0,22,1,22.000000
23323,0,1,1,44,3,14.666667
23324,2,2,2,65,5,13.000000
23325,0,1,1,44,4,11.000000
23326,0,2,2,78,5,15.600000
23327,0,0,0,3,1,3.000000
23328,2,2,2,86,5,17.200000
23329,1,1,1,46,3,15.333333
23330,1,1,0,40,4,10.000000
23331,0,0,1,22,2,11.000000
23332,1,1,0,38,3,12.666667
23333,0,1,1,90,4,22.500000
23334,0,0,0,13,2,6.500000
23335,1,2,1,43,3,14.333333
23336,1,0,0,38,3,12.666667
23337,1,2,2,169,11,15.363636
23338,1,1,1,48,4,12.000000
23339,1,1,1,44,4,11.000000
23340,0,0,0,24,2,12.000000
23341,0,0,0,62,5,12.400000
23342,0,1,1,56,4,14.000000
23343,2,2,2,90,6,15.000000
23344,1,1,1,29,3,9.666667
23345,1,2,2,97,6,16.166667
23346,2,2,2,43,4,10.750000
23347,2,2,1,72,5,14.400000
23348,0,1,1,79,6,13.166667
23349,1,1,1,103,5,20.600000
23350,0,0,0,16,2,8.000000
23351,2,2,2,29,3,9.666667
23352,1,2,2,41,3,13.666667
23353,1,1,1,19,3,6.333333
23354,0,1,1,40,2,20.000000
23355,0,0,0,19,2,9.500000
23356,1,1,0,24,2,12.000000
23357,2,2,2,108,9,12.000000
23358,1,2,2,58,5,11.600000
23359,1,1,1,58,5,11.600000
23360,2,2,2,34,3,11.333333
23361,0,2,2,58,4,14.500000
23362,0,0,0,28,3,9.333333
23363,0,0,0,23,3,7.666667
23364,2,2,2,66,5,13.200000
23365,2,2,2,59,4,14.750000
23366,2,2,2,98,6,16.333333
23367,2,1,2,63,5,12.600000
23368,2,2,2,123,7,17.571429
23369,1,2,1,44,5,8.800000
23370,0,0,0,31,3,10.333333
23371,0,1,1,58,4,14.500000
23372,1,1,1,44,5,8.800000
23373,0,0,0,44,3,14.666667
23374,0,1,1,37,4,9.250000
23375,2,2,2,36,4,9.000000
23376,0,2,2,53,3,17.666667
23377,1,2,2,41,4,10.250000
23378,0,1,2,103,4,25.750000
23379,1,1,1,8,2,4.000000
23380,2,2,2,87,6,14.500000
23381,0,0,0,9,2,4.500000
23382,0,2,2,138,6,23.000000
23383,1,2,2,81,4,20.250000
23384,1,2,2,59,4,14.750000
23385,2,0,2,23,2,11.500000
23386,2,2,2,81,5,16.200000
23387,1,1,1,20,3,6.666667
23388,1,1,1,25,3,8.333333
23389,2,2,2,131,6,21.833333
23390,0,2,2,72,5,14.400000
23391,0,1,1,31,2,15.500000
23392,2,2,2,108,8,13.500000
23393,0,1,0,29,3,9.666667
23394,2,2,2,21,2,10.500000
23395,2,2,2,96,7,13.714286
23396,0,1,1,69,3,23.000000
23397,0,1,1,27,3,9.000000
23398,0,0,0,31,2,15.500000
23399,0,0,1,21,2,10.500000
23400,0,2,1,53,4,13.250000
23401,0,1,1,35,3,11.666667
23402,0,1,1,22,2,11.000000
23403,0,1,1,27,3,9.000000
23404,1,2,1,93,4,23.250000
23405,1,1,1,29,3,9.666667
23406,1,2,1,57,5,11.400000
23407,2,2,2,67,5,13.400000
23408,0,1,1,30,2,15.000000
23409,0,2,2,126,9,14.000000
23410,0,1,0,11,1,11.000000
23411,1,1,1,71,5,14.200000
23412,0,0,0,27,2,13.500000
23413,2,1,2,46,3,15.333333
23414,0,0,0,38,4,9.500000
23415,2,1,1,44,4,11.000000
23416,1,0,1,21,2,10.500000
23417,0,0,1,23,3,7.666667
23418,0,1,1,44,3,14.666667
23419,0,1,1,68,3,22.666667
23420,2,2,1,55,4,13.750000
23421,1,2,1,62,4,15.500000
23422,1,1,1,24,2,12.000000
23423,0,1,1,18,2,9.000000
23424,0,0,0,26,4,6.500000
23425,1,0,1,45,4,11.250000
23426,1,1,1,11,2,5.500000
23427,2,2,2,161,6,26.833333
23428,0,0,0,33,3,11.000000
23429,1,1,1,28,3,9.333333
23430,0,2,2,40,5,8.000000
23431,1,1,1,30,3,10.000000
23432,2,2,2,47,3,15.666667
23433,0,0,0,24,2,12.000000
23434,2,2,2,85,7,12.142857
23435,1,1,0,21,2,10.500000
23436,1,1,2,47,3,15.666667
23437,1,1,2,35,3,11.666667
23438,2,2,1,99,7,14.142857
23439,0,0,0,35,3,11.666667
23440,0,0,0,13,1,13.000000
23441,1,2,2,87,5,17.400000
23442,1,1,1,57,6,9.500000
23443,2,2,2,115,7,16.428571
23444,2,2,2,38,3,12.666667
23445,1,2,2,55,5,11.000000
23446,2,2,2,48,3,16.000000
23447,0,0,1,23,2,11.500000
23448,1,1,1,16,2,8.000000
23449,1,1,1,35,4,8.750000
23450,1,1,1,13,2,6.500000
23451,1,1,1,28,3,9.333333
23452,2,2,2,35,3,11.666667
23453,2,2,2,57,3,19.000000
23454,0,0,0,20,3,6.666667
23455,0,1,1,36,5,7.200000
23456,0,0,1,10,1,10.000000
23457,2,2,2,44,5,8.800000
23458,1,1,1,20,2,10.000000
23459,1,2,1,46,5,9.200000
23460,1,1,0,56,4,14.000000
23461,0,0,0,14,1,14.000000
23462,2,2,2,77,4,19.250000
23463,1,1,1,45,4,11.250000
23464,2,2,1,50,4,12.500000
23465,0,1,1,10,2,5.000000
23466,2,2,2,50,5,10.000000
23467,2,1,2,83,6,13.833333
23468,0,0,0,24,3,8.000000
23469,1,1,1,186,9,20.666667
23470,2,2,2,68,4,17.000000
23471,1,1,1,48,3,16.000000
23472,0,0,0,30,3,10.000000
23473,0,1,1,83,6,13.833333
23474,0,2,1,82,4,20.500000
23475,1,2,2,152,6,25.333333
23476,1,1,1,60,5,12.000000
23477,0,2,2,61,6,10.166667
23478,0,0,1,49,3,16.333333
23479,0,0,0,38,4,9.500000
23480,0,0,0,29,3,9.666667
23481,1,0,0,34,4,8.500000
23482,1,2,1,66,3,22.000000
23483,2,2,2,45,3,15.000000
23484,1,1,1,23,1,23.000000
23485,1,2,2,48,4,12.000000
23486,2,2,2,54,4,13.500000
23487,0,1,0,36,3,12.000000
23488,2,2,2,133,7,19.000000
23489,0,0,0,10,2,5.000000
23490,2,1,1,92,6,15.333333
23491,0,0,0,33,3,11.000000
23492,1,0,1,66,4,16.500000
23493,0,1,1,41,2,20.500000
23494,0,0,0,34,3,11.333333
23495,0,0,1,39,2,19.500000
23496,1,1,0,54,3,18.000000
23497,0,0,0,58,4,14.500000
23498,0,1,0,38,3,12.666667
23499,0,1,2,43,3,14.333333
23500,0,0,0,27,2,13.500000
23501,2,2,2,19,2,9.500000
23502,1,1,0,13,2,6.500000
23503,2,0,1,54,5,10.800000
23504,1,1,2,33,3,11.000000
23505,1,0,0,14,1,14.000000
23506,1,0,0,50,2,25.000000
23507,2,2,2,94,7,13.428571
23508,1,1,1,32,4,8.000000
23509,1,1,2,89,5,17.800000
23510,0,1,1,26,3,8.666667
23511,2,2,1,44,3,14.666667
23512,0,0,0,15,2,7.500000
23513,0,0,0,28,2,14.000000
23514,1,2,2,15,2,7.500000
23515,1,2,2,57,4,14.250000
23516,0,2,1,42,4,10.500000
23517,1,1,1,13,2,6.500000
23518,2,2,2,120,7,17.142857
23519,0,1,0,51,6,8.500000
23520,2,2,2,67,5,13.400000
23521,2,2,2,93,7,13.285714
23522,1,1,1,26,2,13.000000
23523,0,1,1,46,1,46.000000
23524,1,1,0,53,3,17.666667
23525,2,2,2,275,10,27.500000
23526,2,2,2,125,9,13.888889
23527,2,2,2,87,5,17.400000
23528,1,1,1,19,3,6.333333
23529,0,0,0,21,2,10.500000
23530,0,0,0,29,1,29.000000
23531,1,2,1,104,7,14.857143
23532,2,2,2,202,6,33.666667
23533,0,0,0,12,1,12.000000
23534,0,0,0,25,2,12.500000
23535,1,1,1,80,6,13.333333
23536,2,2,2,45,4,11.250000
23537,1,1,1,178,10,17.800000
23538,0,1,2,108,6,18.000000
23539,1,2,2,38,2,19.000000
23540,1,1,1,83,6,13.833333
23541,2,2,2,40,4,10.000000
23542,1,0,1,37,4,9.250000
23543,2,2,2,55,4,13.750000
23544,0,1,1,38,2,19.000000
23545,2,2,2,58,4,14.500000
23546,2,2,2,72,5,14.400000
23547,1,2,2,125,7,17.857143
23548,1,1,1,29,3,9.666667
23549,0,0,0,46,4,11.500000
23550,1,0,1,21,2,10.500000
23551,1,1,1,24,2,12.000000
23552,1,2,1,52,5,10.400000
23553,0,1,1,37,3,12.333333
23554,0,0,1,31,2,15.500000
23555,1,1,1,54,4,13.500000
23556,1,1,1,71,5,14.200000
23557,1,1,1,73,3,24.333333
23558,0,0,0,7,1,7.000000
23559,2,2,2,139,11,12.636364
23560,0,1,1,36,4,9.000000
23561,1,0,0,24,3,8.000000
23562,1,1,1,40,4,10.000000
23563,0,1,1,36,3,12.000000
23564,0,0,0,30,2,15.000000
23565,1,0,0,12,2,6.000000
23566,2,2,2,49,4,12.250000
23567,2,2,2,54,5,10.800000
23568,1,2,1,59,4,14.750000
23569,0,0,0,14,3,4.666667
23570,2,1,2,80,5,16.000000
23571,1,1,1,33,4,8.250000
23572,1,1,1,10,2,5.000000
23573,1,1,1,10,2,5.000000
23574,2,2,2,81,6,13.500000
23575,0,1,1,68,4,17.000000
23576,2,1,1,51,4,12.750000
23577,1,2,2,72,6,12.000000
23578,0,0,0,18,2,9.000000
23579,1,1,1,46,3,15.333333
23580,0,0,0,11,2,5.500000
23581,2,1,2,90,5,18.000000
23582,1,1,1,12,2,6.000000
23583,0,1,1,37,4,9.250000
23584,1,1,1,36,3,12.000000
23585,1,1,0,58,4,14.500000
23586,0,2,2,73,6,12.166667
23587,0,0,0,4,1,4.000000
23588,2,2,2,88,5,17.600000
23589,1,1,0,54,5,10.800000
23590,1,1,2,80,6,13.333333
23591,1,1,1,54,3,18.000000
23592,1,1,2,84,8,10.500000
23593,0,1,1,43,4,10.750000
23594,2,2,2,52,4,13.000000
23595,1,1,1,71,5,14.200000
23596,2,2,2,115,9,12.777778
23597,2,2,2,63,4,15.750000
23598,2,2,2,22,2,11.000000
23599,0,0,0,9,1,9.000000
23600,2,2,2,59,5,11.800000
23601,1,1,1,45,2,22.500000
23602,0,0,1,56,2,28.000000
23603,0,1,1,101,5,20.200000
23604,0,1,1,40,2,20.000000
23605,1,2,2,91,5,18.200000
23606,0,0,0,4,1,4.000000
23607,0,1,1,40,3,13.333333
23608,1,1,1,49,5,9.800000
23609,2,2,2,37,3,12.333333
23610,2,2,2,86,6,14.333333
23611,0,1,1,65,4,16.250000
23612,0,0,0,9,1,9.000000
23613,0,1,1,28,3,9.333333
23614,1,2,2,179,10,17.900000
23615,2,1,0,58,5,11.600000
23616,2,1,2,273,15,18.200000
23617,1,0,0,46,4,11.500000
23618,0,0,0,14,2,7.000000
23619,1,1,1,49,5,9.800000
23620,1,1,1,26,3,8.666667
23621,0,1,0,20,2,10.000000
23622,0,0,0,9,2,4.500000
23623,0,0,0,36,4,9.000000
23624,2,2,2,55,5,11.000000
23625,1,1,1,134,11,12.181818
23626,0,0,0,11,2,5.500000
23627,0,0,0,15,1,15.000000
23628,1,0,0,41,3,13.666667
23629,2,2,2,63,4,15.750000
23630,0,1,0,32,3,10.666667
23631,1,2,1,61,5,12.200000
23632,2,2,2,75,6,12.500000
23633,0,2,1,71,5,14.200000
23634,1,0,0,24,2,12.000000
23635,1,2,2,109,5,21.800000
23636,0,0,0,15,2,7.500000
23637,1,2,1,92,5,18.400000
23638,0,0,0,12,2,6.000000
23639,0,1,1,36,4,9.000000
23640,2,1,1,107,6,17.833333
23641,1,1,1,41,4,10.250000
23642,1,1,1,14,2,7.000000
23643,1,2,2,35,3,11.666667
23644,2,2,1,47,4,11.750000
23645,1,1,1,8,2,4.000000
23646,1,2,2,133,6,22.166667
23647,1,1,1,14,2,7.000000
23648,1,1,1,67,6,11.166667
23649,1,2,1,82,5,16.400000
23650,2,2,2,35,3,11.666667
23651,2,2,2,137,6,22.833333
23652,0,1,1,31,3,10.333333
23653,0,1,1,66,5,13.200000
23654,1,2,2,74,3,24.666667
23655,1,1,1,22,2,11.000000
23656,0,1,1,78,4,19.500000
23657,1,2,2,178,11,16.181818
23658,0,0,0,9,2,4.500000
23659,2,2,2,115,5,23.000000
23660,2,2,2,95,5,19.000000
23661,0,2,2,60,5,12.000000
23662,0,0,0,11,2,5.500000
23663,2,2,2,97,6,16.166667
23664,0,1,1,40,4,10.000000
23665,0,0,0,39,3,13.000000
23666,0,0,0,11,1,11.000000
23667,0,0,0,6,1,6.000000
23668,0,0,0,26,4,6.500000
23669,0,0,0,15,2,7.500000
23670,0,0,0,5,1,5.000000
23671,1,2,1,121,6,20.166667
23672,0,1,0,36,3,12.000000
23673,1,1,1,62,4,15.500000
23674,1,1,1,29,2,14.500000
23675,2,1,1,68,5,13.600000
23676,1,2,2,35,3,11.666667
23677,1,2,2,103,6,17.166667
23678,0,0,0,20,3,6.666667
23679,2,2,2,113,5,22.600000
23680,0,0,0,39,2,19.500000
23681,0,2,2,59,3,19.666667
23682,0,2,1,66,4,16.500000
23683,1,2,1,30,3,10.000000
23684,1,1,1,23,2,11.500000
23685,0,0,0,7,1,7.000000
23686,1,1,1,39,3,13.000000
23687,2,2,2,76,4,19.000000
23688,0,1,1,17,2,8.500000
23689,0,1,1,33,3,11.000000
23690,2,2,1,78,6,13.000000
23691,1,2,2,47,5,9.400000
23692,0,1,1,30,5,6.000000
23693,0,0,0,19,2,9.500000
23694,1,2,2,55,4,13.750000
23695,2,2,2,101,5,20.200000
23696,0,0,0,50,4,12.500000
23697,0,1,1,66,5,13.200000
23698,2,2,2,145,8,18.125000
23699,2,2,2,52,4,13.000000
23700,0,1,1,44,3,14.666667
23701,2,2,1,11,2,5.500000
23702,2,1,1,86,7,12.285714
23703,0,0,0,28,2,14.000000
23704,0,2,1,91,6,15.166667
23705,2,1,1,62,4,15.500000
23706,1,2,2,73,4,18.250000
23707,1,1,1,38,3,12.666667
23708,2,2,2,14,1,14.000000
23709,1,2,2,113,6,18.833333
23710,2,2,2,85,7,12.142857
23711,1,1,1,28,2,14.000000
23712,0,0,0,9,2,4.500000
23713,0,1,1,9,2,4.500000
23714,0,0,0,32,2,16.000000
23715,1,2,2,74,4,18.500000
23716,0,0,0,31,3,10.333333
23717,2,2,2,23,2,11.500000
23718,2,2,2,56,4,14.000000
23719,2,1,1,71,4,17.750000
23720,0,1,0,9,1,9.000000
23721,1,1,1,43,4,10.750000
23722,0,1,1,60,6,10.000000
23723,2,1,1,46,4,11.500000
23724,1,1,1,39,3,13.000000
23725,0,0,0,23,3,7.666667
