Id,f,f2,f3,n_words,n_sentences,sentenc_ave_size
26095,1,2,2,65,2,32.500000
26096,0,2,2,29,3,9.666667
26097,2,2,1,30,2,15.000000
26098,2,2,2,41,3,13.666667
26099,1,1,1,22,2,11.000000
26100,1,0,1,17,2,8.500000
26101,2,2,2,63,4,15.750000
26102,2,1,1,39,1,39.000000
26103,1,1,1,18,1,18.000000
26104,1,0,0,118,9,13.111111
26105,2,2,2,85,6,14.166667
26106,2,2,1,13,1,13.000000
26107,1,0,1,6,1,6.000000
26108,1,1,2,35,2,17.500000
26109,2,1,1,28,2,14.000000
26110,1,2,2,72,6,12.000000
26111,1,1,1,10,2,5.000000
26112,2,2,2,91,6,15.166667
26113,2,2,2,28,2,14.000000
26114,1,1,1,31,1,31.000000
26115,1,1,1,46,3,15.333333
26116,1,1,1,31,2,15.500000
26117,1,1,1,40,3,13.333333
26118,1,1,1,13,2,6.500000
26119,0,1,1,37,2,18.500000
26120,1,0,0,14,3,4.666667
26121,1,0,1,27,2,13.500000
26122,2,2,2,69,3,23.000000
26123,1,0,1,18,1,18.000000
26124,1,1,1,16,1,16.000000
26125,0,0,0,39,5,7.800000
26126,1,1,1,16,2,8.000000
26127,1,0,1,35,2,17.500000
26128,0,0,0,13,1,13.000000
26129,1,1,1,32,3,10.666667
26130,1,1,1,67,5,13.400000
26131,0,0,0,24,1,24.000000
26132,2,2,2,94,5,18.800000
26133,2,2,2,31,3,10.333333
26134,2,2,2,55,5,11.000000
26135,2,1,1,23,3,7.666667
26136,1,1,1,13,2,6.500000
26137,1,1,1,28,2,14.000000
26138,2,2,2,78,3,26.000000
26139,2,2,2,89,6,14.833333
26140,1,1,1,33,3,11.000000
26141,1,0,0,30,2,15.000000
26142,2,2,2,65,4,16.250000
26143,2,2,2,74,3,24.666667
26144,1,1,1,25,3,8.333333
26145,2,1,1,127,10,12.700000
26146,1,1,1,33,3,11.000000
26147,2,1,1,58,4,14.500000
26148,1,1,1,27,2,13.500000
26149,2,1,2,107,4,26.750000
26150,2,2,2,131,6,21.833333
26151,1,0,0,5,1,5.000000
26152,2,2,2,55,3,18.333333
26153,1,0,0,35,1,35.000000
26154,1,1,1,35,2,17.500000
26155,1,1,1,30,2,15.000000
26156,0,0,0,6,1,6.000000
26157,2,2,2,37,2,18.500000
26158,1,2,1,46,4,11.500000
26159,2,1,1,46,4,11.500000
26160,1,1,1,34,2,17.000000
26161,2,2,2,150,5,30.000000
26162,0,0,0,6,2,3.000000
26163,2,2,2,47,1,47.000000
26164,1,1,1,24,2,12.000000
26165,1,1,1,36,4,9.000000
26166,1,1,1,48,3,16.000000
26167,0,0,0,10,1,10.000000
26168,0,0,0,22,1,22.000000
26169,1,1,1,23,1,23.000000
26170,0,0,0,2,2,1.000000
26171,2,2,2,74,5,14.800000
26172,1,1,1,26,2,13.000000
26173,2,2,2,48,3,16.000000
26174,0,0,1,9,2,4.500000
26175,0,0,0,2,1,2.000000
26176,1,1,1,18,1,18.000000
26177,2,2,2,38,3,12.666667
26178,2,2,2,35,2,17.500000
26179,2,2,2,27,2,13.500000
26180,2,2,2,54,4,13.500000
26181,0,0,1,6,1,6.000000
26182,2,2,2,27,1,27.000000
26183,1,1,1,14,2,7.000000
26184,1,0,0,69,2,34.500000
26185,1,1,1,36,2,18.000000
26186,1,1,1,56,4,14.000000
26187,2,2,2,81,4,20.250000
26188,2,2,2,69,2,34.500000
26189,1,1,1,60,4,15.000000
26190,2,2,2,58,3,19.333333
26191,2,2,2,143,8,17.875000
26192,0,0,0,23,1,23.000000
26193,1,2,2,21,2,10.500000
26194,2,1,1,59,3,19.666667
26195,2,2,2,93,6,15.500000
26196,1,2,1,33,1,33.000000
26197,1,1,1,51,4,12.750000
26198,1,1,1,14,1,14.000000
26199,2,2,2,85,4,21.250000
26200,1,1,1,11,1,11.000000
26201,0,0,0,25,2,12.500000
26202,1,1,1,17,1,17.000000
26203,1,2,1,21,2,10.500000
26204,2,1,0,62,2,31.000000
26205,2,2,2,64,3,21.333333
26206,2,0,0,82,5,16.400000
26207,1,1,1,8,1,8.000000
26208,1,1,1,37,3,12.333333
26209,2,2,2,30,2,15.000000
26210,2,2,2,108,3,36.000000
26211,0,0,0,23,2,11.500000
26212,2,2,2,159,5,31.800000
26213,1,1,1,45,3,15.000000
26214,2,1,1,31,1,31.000000
26215,0,1,1,10,1,10.000000
26216,1,1,1,10,1,10.000000
26217,1,1,1,14,2,7.000000
26218,2,2,2,35,3,11.666667
26219,1,2,1,42,3,14.000000
26220,1,1,2,31,2,15.500000
26221,1,1,1,17,2,8.500000
26222,1,1,2,52,3,17.333333
26223,1,0,0,29,2,14.500000
26224,2,2,2,55,2,27.500000
26225,1,1,1,37,2,18.500000
26226,2,2,2,87,4,21.750000
26227,2,2,2,43,1,43.000000
26228,2,1,2,32,3,10.666667
26229,1,1,1,19,2,9.500000
26230,2,2,2,84,4,21.000000
26231,2,1,1,52,3,17.333333
26232,1,1,1,13,1,13.000000
26233,1,1,1,43,2,21.500000
26234,2,2,2,98,12,8.166667
26235,1,1,1,20,1,20.000000
26236,1,1,1,23,2,11.500000
26237,1,1,1,42,1,42.000000
26238,2,2,2,45,1,45.000000
26239,2,1,2,44,2,22.000000
26240,2,2,2,32,3,10.666667
26241,2,2,2,70,4,17.500000
26242,2,2,2,55,3,18.333333
26243,1,1,1,32,1,32.000000
26244,2,2,2,69,4,17.250000
26245,1,1,1,23,2,11.500000
26246,2,2,2,30,3,10.000000
26247,0,0,0,13,1,13.000000
26248,2,2,2,92,5,18.400000
26249,1,0,0,46,3,15.333333
26250,2,2,2,42,2,21.000000
26251,1,1,1,11,2,5.500000
26252,2,2,2,49,5,9.800000
26253,1,2,2,76,3,25.333333
26254,2,2,2,76,5,15.200000
26255,1,0,0,19,2,9.500000
26256,2,1,1,33,2,16.500000
26257,0,0,0,11,2,5.500000
26258,1,2,2,31,3,10.333333
26259,1,2,2,35,3,11.666667
26260,2,2,2,33,2,16.500000
26261,2,2,2,45,4,11.250000
26262,2,2,2,76,5,15.200000
26263,1,1,1,47,3,15.666667
26264,2,2,2,45,2,22.500000
26265,1,1,1,22,2,11.000000
26266,2,2,2,51,3,17.000000
26267,2,2,2,49,3,16.333333
26268,1,1,1,25,2,12.500000
26269,2,2,2,43,2,21.500000
26270,1,0,0,26,2,13.000000
26271,1,1,1,22,3,7.333333
26272,1,2,2,53,3,17.666667
26273,2,1,1,49,2,24.500000
26274,0,0,0,5,1,5.000000
26275,2,2,2,33,2,16.500000
26276,2,1,2,28,2,14.000000
26277,0,0,0,15,2,7.500000
26278,2,1,2,85,6,14.166667
26279,2,2,2,43,3,14.333333
26280,1,1,1,30,2,15.000000
26281,2,2,2,33,2,16.500000
26282,2,2,1,27,2,13.500000
26283,2,2,2,59,3,19.666667
26284,0,0,0,10,1,10.000000
26285,1,1,1,33,1,33.000000
26286,1,1,1,16,1,16.000000
26287,1,0,0,13,2,6.500000
26288,2,2,2,75,4,18.750000
26289,2,2,2,91,7,13.000000
26290,1,1,1,15,2,7.500000
26291,1,2,2,20,2,10.000000
26292,2,0,0,64,2,32.000000
26293,2,2,2,36,3,12.000000
26294,1,1,1,106,6,17.666667
26295,1,1,1,24,1,24.000000
26296,2,2,2,56,2,28.000000
26297,1,1,1,21,2,10.500000
26298,2,2,2,96,6,16.000000
26299,2,2,2,135,5,27.000000
26300,2,0,0,28,1,28.000000
26301,1,1,1,108,3,36.000000
26302,1,1,1,33,2,16.500000
26303,2,2,2,55,4,13.750000
26304,0,0,0,12,1,12.000000
26305,1,2,2,60,2,30.000000
26306,0,0,0,26,1,26.000000
26307,2,2,2,33,3,11.000000
26308,0,0,0,17,2,8.500000
26309,1,1,1,28,3,9.333333
26310,0,2,2,67,4,16.750000
26311,2,2,1,60,3,20.000000
26312,1,2,2,60,4,15.000000
26313,0,0,0,16,2,8.000000
26314,1,1,1,52,2,26.000000
26315,0,0,0,16,1,16.000000
26316,2,2,2,25,2,12.500000
26317,1,1,1,31,2,15.500000
26318,2,2,2,37,3,12.333333
26319,2,2,2,75,2,37.500000
26320,2,2,2,63,4,15.750000
26321,2,2,2,45,2,22.500000
26322,1,1,1,23,2,11.500000
26323,2,2,2,33,3,11.000000
26324,0,0,0,8,1,8.000000
26325,2,2,2,61,4,15.250000
26326,1,1,1,6,1,6.000000
26327,2,2,2,29,3,9.666667
26328,2,1,1,119,7,17.000000
26329,2,2,2,45,4,11.250000
26330,0,0,0,49,2,24.500000
26331,0,1,1,16,2,8.000000
26332,2,2,2,104,5,20.800000
26333,1,1,1,37,3,12.333333
26334,1,2,2,41,4,10.250000
26335,0,0,0,13,1,13.000000
26336,2,2,2,47,3,15.666667
26337,1,1,1,19,2,9.500000
26338,1,1,1,17,2,8.500000
26339,1,1,1,15,1,15.000000
26340,1,2,2,97,2,48.500000
26341,1,2,2,32,3,10.666667
26342,2,2,2,56,3,18.666667
26343,2,2,2,37,4,9.250000
26344,1,1,0,56,1,56.000000
26345,1,0,0,37,4,9.250000
26346,0,1,1,17,2,8.500000
26347,1,1,1,13,2,6.500000
26348,2,2,2,41,4,10.250000
26349,1,1,1,39,1,39.000000
26350,1,1,0,12,1,12.000000
26351,1,2,2,63,2,31.500000
26352,1,0,0,35,1,35.000000
26353,1,1,1,24,2,12.000000
26354,1,1,1,18,2,9.000000
26355,1,1,1,47,2,23.500000
26356,2,2,2,40,1,40.000000
26357,1,1,1,31,3,10.333333
26358,2,2,2,167,7,23.857143
26359,1,1,1,14,2,7.000000
26360,1,2,2,35,3,11.666667
26361,2,2,2,101,5,20.200000
26362,1,1,1,29,2,14.500000
26363,1,1,1,37,2,18.500000
26364,1,1,1,15,2,7.500000
26365,2,1,2,34,1,34.000000
26366,2,2,2,54,2,27.000000
26367,2,2,2,91,5,18.200000
26368,2,2,2,32,3,10.666667
26369,1,1,1,19,2,9.500000
26370,1,2,2,69,4,17.250000
26371,1,1,0,9,1,9.000000
26372,1,2,2,39,3,13.000000
26373,2,1,0,68,4,17.000000
26374,0,1,1,15,2,7.500000
26375,1,2,2,40,2,20.000000
26376,0,1,1,35,3,11.666667
26377,1,1,1,25,2,12.500000
26378,2,1,2,41,3,13.666667
26379,1,1,1,102,5,20.400000
26380,2,2,2,42,2,21.000000
26381,2,1,1,37,3,12.333333
26382,2,2,2,27,2,13.500000
26383,2,2,2,87,6,14.500000
26384,1,1,1,26,2,13.000000
26385,1,1,1,28,2,14.000000
26386,0,1,1,29,3,9.666667
26387,2,2,2,37,2,18.500000
26388,1,1,1,74,5,14.800000
26389,1,1,1,40,1,40.000000
26390,0,1,1,12,1,12.000000
26391,1,1,1,16,1,16.000000
26392,1,1,1,29,2,14.500000
26393,2,2,2,57,3,19.000000
26394,2,2,2,63,4,15.750000
26395,1,1,1,43,3,14.333333
26396,2,2,2,100,7,14.285714
26397,2,1,0,37,3,12.333333
26398,2,0,0,32,4,8.000000
26399,2,2,2,33,1,33.000000
26400,0,0,0,5,1,5.000000
26401,1,2,2,38,2,19.000000
26402,1,2,2,55,3,18.333333
26403,1,2,2,57,4,14.250000
26404,1,2,2,52,1,52.000000
26405,1,1,1,39,2,19.500000
26406,2,2,2,59,5,11.800000
26407,2,1,2,24,2,12.000000
26408,2,0,0,21,2,10.500000
26409,2,2,2,43,3,14.333333
26410,2,2,1,89,7,12.714286
26411,1,1,1,25,2,12.500000
26412,1,1,1,12,1,12.000000
26413,2,2,2,139,6,23.166667
26414,2,2,2,136,8,17.000000
26415,2,1,1,46,3,15.333333
26416,2,2,2,56,2,28.000000
26417,1,1,1,17,1,17.000000
26418,1,0,0,9,1,9.000000
26419,0,0,0,11,1,11.000000
26420,1,1,1,31,2,15.500000
26421,1,1,1,28,1,28.000000
26422,2,2,2,89,6,14.833333
26423,1,2,1,118,6,19.666667
26424,1,1,1,34,1,34.000000
26425,1,0,0,24,2,12.000000
26426,2,2,1,45,2,22.500000
26427,1,0,0,25,2,12.500000
26428,2,1,1,94,6,15.666667
26429,1,1,1,34,2,17.000000
26430,2,2,2,46,3,15.333333
26431,2,1,1,68,3,22.666667
26432,1,1,1,70,3,23.333333
26433,2,2,1,42,2,21.000000
26434,1,1,1,30,2,15.000000
26435,2,1,1,12,2,6.000000
26436,1,1,1,21,2,10.500000
26437,2,2,1,58,3,19.333333
26438,1,1,1,20,1,20.000000
26439,2,0,0,17,2,8.500000
26440,2,1,1,75,5,15.000000
26441,1,0,0,103,6,17.166667
26442,2,2,2,112,5,22.400000
26443,1,1,1,29,2,14.500000
26444,2,0,0,37,3,12.333333
26445,0,0,0,18,2,9.000000
26446,1,1,1,32,2,16.000000
26447,1,1,1,14,2,7.000000
26448,1,1,1,41,2,20.500000
26449,2,1,1,55,5,11.000000
26450,1,0,0,67,3,22.333333
26451,1,1,1,28,1,28.000000
26452,2,2,2,41,3,13.666667
26453,1,1,0,21,1,21.000000
26454,1,0,0,31,2,15.500000
26455,2,1,1,53,4,13.250000
26456,2,1,2,76,4,19.000000
26457,1,1,1,26,1,26.000000
26458,0,0,0,20,2,10.000000
26459,1,1,0,16,2,8.000000
26460,2,2,2,20,2,10.000000
26461,0,1,1,80,9,8.888889
26462,0,0,0,5,1,5.000000
26463,0,1,1,22,2,11.000000
26464,2,2,2,64,3,21.333333
26465,0,0,0,5,1,5.000000
26466,1,1,1,29,2,14.500000
26467,1,1,1,49,3,16.333333
26468,1,1,1,31,2,15.500000
26469,1,1,1,15,2,7.500000
26470,1,1,1,9,1,9.000000
26471,2,2,2,76,4,19.000000
26472,0,0,0,23,3,7.666667
26473,2,2,2,65,4,16.250000
26474,1,1,1,16,2,8.000000
26475,1,0,1,11,1,11.000000
26476,0,0,0,16,3,5.333333
26477,1,1,1,38,2,19.000000
26478,1,1,1,32,2,16.000000
26479,2,2,2,29,1,29.000000
26480,2,2,1,27,2,13.500000
26481,2,2,2,89,3,29.666667
26482,2,2,2,26,3,8.666667
26483,1,0,0,38,2,19.000000
26484,0,0,0,23,2,11.500000
26485,2,2,2,29,3,9.666667
26486,2,2,2,32,4,8.000000
26487,1,1,0,14,1,14.000000
26488,2,2,1,36,3,12.000000
26489,1,1,1,37,2,18.500000
26490,2,2,2,65,6,10.833333
26491,1,1,1,50,2,25.000000
26492,1,1,1,40,2,20.000000
26493,1,1,1,28,2,14.000000
26494,2,2,2,27,3,9.000000
26495,2,2,2,58,3,19.333333
26496,2,2,2,70,3,23.333333
26497,1,1,1,16,1,16.000000
26498,2,2,2,59,2,29.500000
26499,2,2,1,41,3,13.666667
26500,2,2,2,56,3,18.666667
26501,0,0,0,43,2,21.500000
26502,1,1,1,34,2,17.000000
26503,2,0,1,44,5,8.800000
26504,0,0,0,6,1,6.000000
26505,2,2,2,70,4,17.500000
26506,2,2,2,21,1,21.000000
26507,1,1,1,24,2,12.000000
26508,1,1,1,20,1,20.000000
26509,2,1,1,25,2,12.500000
26510,1,1,1,48,2,24.000000
26511,1,1,1,54,2,27.000000
26512,2,2,2,85,3,28.333333
26513,1,1,1,19,1,19.000000
26514,0,0,0,21,2,10.500000
26515,0,1,1,51,2,25.500000
26516,2,2,2,43,3,14.333333
26517,1,0,0,34,2,17.000000
26518,1,1,1,21,2,10.500000
26519,2,2,2,53,5,10.600000
26520,2,2,2,144,7,20.571429
26521,2,2,1,21,2,10.500000
26522,1,1,1,15,2,7.500000
26523,1,1,1,26,2,13.000000
26524,1,1,0,17,1,17.000000
26525,2,2,2,56,5,11.200000
26526,2,2,2,63,3,21.000000
26527,1,1,1,53,3,17.666667
26528,2,2,2,80,3,26.666667
26529,2,2,2,23,2,11.500000
26530,0,0,0,10,1,10.000000
26531,1,1,1,26,1,26.000000
26532,1,1,1,16,1,16.000000
26533,1,0,0,10,2,5.000000
26534,0,0,0,12,1,12.000000
26535,1,1,1,34,3,11.333333
26536,2,2,2,76,3,25.333333
26537,1,2,2,44,3,14.666667
26538,1,1,1,22,2,11.000000
26539,0,1,1,34,3,11.333333
26540,2,2,1,34,3,11.333333
26541,2,1,1,46,1,46.000000
26542,1,0,0,46,3,15.333333
26543,2,2,1,83,4,20.750000
26544,2,2,1,33,2,16.500000
26545,2,2,2,94,5,18.800000
26546,0,0,0,21,2,10.500000
26547,0,1,1,18,2,9.000000
26548,1,1,1,14,1,14.000000
26549,0,1,1,11,2,5.500000
26550,1,1,1,28,2,14.000000
26551,2,2,2,73,4,18.250000
26552,1,1,1,29,1,29.000000
26553,1,1,1,12,2,6.000000
26554,2,2,2,35,2,17.500000
26555,2,1,1,32,2,16.000000
26556,2,2,2,64,5,12.800000
26557,2,2,1,52,3,17.333333
26558,2,2,2,68,5,13.600000
26559,2,1,1,26,3,8.666667
26560,1,1,1,43,4,10.750000
26561,1,1,1,18,2,9.000000
26562,1,2,2,61,3,20.333333
26563,1,0,0,60,3,20.000000
26564,0,0,0,5,1,5.000000
26565,2,2,2,19,1,19.000000
26566,1,1,1,9,1,9.000000
26567,2,2,2,53,2,26.500000
26568,2,2,2,39,3,13.000000
26569,2,1,1,28,2,14.000000
26570,1,1,1,35,3,11.666667
26571,0,0,0,11,2,5.500000
26572,2,2,1,124,5,24.800000
26573,1,1,2,40,2,20.000000
26574,1,1,1,12,2,6.000000
26575,0,0,0,1,1,1.000000
26576,2,2,2,69,2,34.500000
26577,1,1,1,10,1,10.000000
26578,0,0,1,21,1,21.000000
26579,2,2,1,65,3,21.666667
26580,0,0,0,22,1,22.000000
26581,2,1,1,60,4,15.000000
26582,0,0,1,27,2,13.500000
26583,2,2,2,134,8,16.750000
26584,2,1,1,51,4,12.750000
26585,2,2,2,60,4,15.000000
26586,1,1,1,84,4,21.000000
26587,1,2,2,75,4,18.750000
26588,1,1,1,12,2,6.000000
26589,1,1,1,33,1,33.000000
26590,1,1,1,15,1,15.000000
26591,2,2,2,35,4,8.750000
26592,2,1,1,48,3,16.000000
26593,0,0,0,7,1,7.000000
26594,1,1,1,14,1,14.000000
26595,0,0,0,11,1,11.000000
26596,2,1,2,52,3,17.333333
26597,1,1,1,33,1,33.000000
26598,1,0,1,17,2,8.500000
26599,2,1,2,91,3,30.333333
26600,2,2,2,127,5,25.400000
26601,1,0,1,54,2,27.000000
26602,1,1,1,9,2,4.500000
26603,2,2,2,54,3,18.000000
26604,1,1,0,15,2,7.500000
26605,1,1,1,23,2,11.500000
26606,1,1,1,28,1,28.000000
26607,0,0,0,12,2,6.000000
26608,1,1,1,16,1,16.000000
26609,0,1,1,13,2,6.500000
26610,0,0,0,3,1,3.000000
26611,2,1,1,56,3,18.666667
26612,1,1,1,32,3,10.666667
26613,1,1,1,17,2,8.500000
26614,2,1,1,12,2,6.000000
26615,1,2,2,53,2,26.500000
26616,1,1,1,17,2,8.500000
26617,2,1,1,49,4,12.250000
26618,1,1,1,34,2,17.000000
26619,1,1,1,25,2,12.500000
26620,2,1,1,34,3,11.333333
26621,1,1,1,21,2,10.500000
26622,1,1,1,15,1,15.000000
26623,2,2,2,38,2,19.000000
26624,1,0,0,17,2,8.500000
26625,2,2,2,122,6,20.333333
26626,1,1,1,18,2,9.000000
26627,1,1,1,21,2,10.500000
26628,1,2,2,52,1,52.000000
26629,1,1,1,24,3,8.000000
26630,2,2,2,73,5,14.600000
26631,1,1,1,31,1,31.000000
26632,2,2,2,66,3,22.000000
26633,2,1,1,47,3,15.666667
26634,1,1,1,11,2,5.500000
26635,0,0,0,4,1,4.000000
26636,2,2,2,87,5,17.400000
26637,2,2,2,68,4,17.000000
26638,1,1,1,18,2,9.000000
26639,2,2,2,79,7,11.285714
26640,2,0,0,49,4,12.250000
26641,1,1,1,62,4,15.500000
26642,1,1,1,20,2,10.000000
26643,2,1,1,34,3,11.333333
26644,2,2,1,31,2,15.500000
26645,1,1,1,15,2,7.500000
26646,0,0,0,10,1,10.000000
26647,2,2,2,141,5,28.200000
26648,2,1,2,41,3,13.666667
26649,2,2,2,49,4,12.250000
26650,0,1,1,23,2,11.500000
26651,2,1,1,71,2,35.500000
26652,1,1,1,35,3,11.666667
26653,2,2,2,69,4,17.250000
26654,1,1,1,55,3,18.333333
26655,2,2,2,30,3,10.000000
26656,0,0,0,22,1,22.000000
26657,1,1,1,28,2,14.000000
26658,2,2,2,81,5,16.200000
26659,2,1,2,56,3,18.666667
26660,1,0,1,68,4,17.000000
26661,1,1,1,8,2,4.000000
26662,1,1,1,9,1,9.000000
26663,2,0,0,26,2,13.000000
26664,1,1,1,42,4,10.500000
26665,1,1,1,10,2,5.000000
26666,0,0,0,42,3,14.000000
26667,0,0,1,30,2,15.000000
26668,1,0,0,23,2,11.500000
26669,1,1,1,20,3,6.666667
26670,1,1,1,32,2,16.000000
26671,2,2,2,40,3,13.333333
26672,1,1,1,17,1,17.000000
26673,1,1,1,29,3,9.666667
26674,0,1,1,26,3,8.666667
26675,2,2,2,62,3,20.666667
26676,2,2,2,37,3,12.333333
26677,1,1,1,27,1,27.000000
26678,1,0,0,25,1,25.000000
26679,1,0,0,53,3,17.666667
26680,1,0,0,22,2,11.000000
26681,2,2,2,49,2,24.500000
26682,1,1,1,28,3,9.333333
26683,1,1,1,14,2,7.000000
26684,2,2,2,84,4,21.000000
26685,2,2,2,142,6,23.666667
26686,2,2,2,86,5,17.200000
26687,2,2,2,63,3,21.000000
26688,2,2,2,94,5,18.800000
26689,1,1,1,25,2,12.500000
26690,1,0,0,29,2,14.500000
26691,2,2,2,201,7,28.714286
26692,1,1,1,33,2,16.500000
26693,2,2,2,67,2,33.500000
26694,1,1,1,18,1,18.000000
26695,1,2,2,80,4,20.000000
26696,2,2,2,119,7,17.000000
26697,1,0,0,12,1,12.000000
26698,1,1,1,18,2,9.000000
26699,0,0,0,10,2,5.000000
26700,1,0,0,50,3,16.666667
26701,2,2,2,59,3,19.666667
26702,1,1,1,24,1,24.000000
26703,2,2,2,65,4,16.250000
26704,2,2,2,117,6,19.500000
26705,1,1,1,5,1,5.000000
26706,2,1,1,44,2,22.000000
26707,2,2,2,118,3,39.333333
26708,1,2,2,28,3,9.333333
26709,2,2,2,147,6,24.500000
26710,0,0,0,9,1,9.000000
26711,0,0,1,15,2,7.500000
26712,0,0,1,38,2,19.000000
26713,1,1,1,25,2,12.500000
26714,1,1,1,15,2,7.500000
26715,1,1,0,18,2,9.000000
26716,1,1,1,23,2,11.500000
26717,1,1,1,25,2,12.500000
26718,0,0,0,22,1,22.000000
26719,0,0,0,14,2,7.000000
26720,2,2,1,146,6,24.333333
26721,1,1,1,30,2,15.000000
26722,0,0,0,1,1,1.000000
